Date,Linea (#),Kroma Network (#),zkSync Era (#),OP Mainnet (#),Boba Network (#),Stacks (#),Arbitrum (#),Astar zkEVM (#),Mantle (#),Polygon zkEVM (#),Starknet (#),Manta Pacific (#),Scroll (#),ZKFair (#),Base (#),Metis (#),Mode Network (#),Kinto (#)
2018-01-18,54.00,30.00,1.00,,,9.00,,,,,,,,,,,,
2018-01-19,53.00,29.00,1.00,,,11.00,,,,,,,,,,,,
2018-01-20,48.00,25.00,1.00,,,11.00,,,,,,,,,,,,
2018-01-21,47.00,25.00,1.00,,,11.00,,,,,,,,,,,,
2018-01-22,48.00,25.00,1.00,,,11.00,,,,,,,,,,,,
2018-01-23,50.00,25.00,1.00,,,11.00,,,,,,,,,,,,
2018-01-24,53.00,26.00,1.00,,,11.00,,,,,,,,,,,,
2018-01-25,55.00,27.00,1.00,,,11.00,,,,,,,,,,,,
2018-01-26,58.00,30.00,1.00,,,11.00,,,,,,,,,,,,
2018-01-27,57.00,29.00,1.00,,,11.00,,,,,,,,,,,,
2018-01-28,56.00,28.00,1.00,,,11.00,,,,,,,,,,,,
2018-01-29,57.00,29.00,1.00,,,11.00,,,,,,,,,,,,
2018-01-30,59.00,29.00,1.00,,,11.00,,,,,,,,,,,,
2018-01-31,59.00,29.00,1.00,,,11.00,,,,,,,,,,,,
2018-02-01,54.00,24.00,1.00,,,11.00,,,,,,,,,,,,
2018-02-02,50.00,22.00,1.00,,,10.00,,,,,,,,,,,,
2018-02-03,49.00,22.00,1.00,,,10.00,,,,,,,,,,,,
2018-02-04,48.00,21.00,1.00,,,10.00,,,,,,,,,,,,
2018-02-05,49.00,22.00,1.00,,,11.00,,,,,,,,,,,,
2018-02-06,49.00,22.00,1.00,,,11.00,,,,,,,,,,,,
2018-02-07,48.00,22.00,1.00,,,11.00,,,,,,,,,,,,
2018-02-08,49.00,23.00,1.00,,,12.00,,,,,,,,,,,,
2018-02-09,48.00,22.00,1.00,,,12.00,,,,,,,,,,,,
2018-02-10,48.00,21.00,1.00,,,11.00,,,,,,,,,,,,
2018-02-11,47.00,20.00,2.00,,,11.00,,,,,,,,,,,,
2018-02-12,49.00,21.00,2.00,,,11.00,,,,,,,,,,,,
2018-02-13,49.00,21.00,2.00,,,12.00,,,,,,,,,,,,
2018-02-14,47.00,20.00,2.00,,,12.00,,,,,,,,,,,,
2018-02-15,47.00,21.00,2.00,,,12.00,,,,,,,,,,,,
2018-02-16,49.00,22.00,2.00,,,11.00,,,,,,,,,,,,
2018-02-17,52.00,23.00,2.00,,,11.00,,,,,,,,,,,,
2018-02-18,50.00,23.00,2.00,,,11.00,,,,,,,,,,,,
2018-02-19,52.00,23.00,2.00,,,11.00,,,,,,,,,,,,
2018-02-20,53.00,25.00,2.00,,,11.00,,,,,,,,,,,,
2018-02-21,56.00,26.00,2.00,,,11.00,,,,,,,,,,,,
2018-02-22,57.00,27.00,2.00,,,11.00,,,,,,,,,,,,
2018-02-23,55.00,27.00,2.00,,,12.00,,,,,,,,,,,,
2018-02-24,53.00,26.00,2.00,,,12.00,,,,,,,,,,,,
2018-02-25,54.00,25.00,2.00,,,12.00,,,,,,,,,,,,
2018-02-26,56.00,26.00,2.00,,,12.00,,,,,,,,,,,,
2018-02-27,58.00,28.00,2.00,,,12.00,,,,,,,,,,,,
2018-02-28,60.00,29.00,2.00,,,12.00,,,,,,,,,,,,
2018-03-01,60.00,29.00,2.00,,1.00,12.00,,,,,,,,,,,,
2018-03-02,60.00,30.00,2.00,,1.00,12.00,,,,,,,,,,,,
2018-03-03,59.00,30.00,2.00,,1.00,14.00,,,,,,,,,,,,
2018-03-04,60.00,31.00,2.00,,1.00,14.00,,,,,,,,,,,,
2018-03-05,62.00,33.00,2.00,,1.00,14.00,,,,,,,,,,,,
2018-03-06,61.00,33.00,2.00,,1.00,14.00,,,,,,,,,,,,
2018-03-07,60.00,33.00,2.00,,1.00,12.00,,,,,,,,,,,,
2018-03-08,64.00,35.00,2.00,,1.00,12.00,,,,,,,,,,,,
2018-03-09,66.00,37.00,2.00,,1.00,12.00,,,,,,,,,,,,
2018-03-10,64.00,36.00,2.00,,1.00,12.00,,,,,,,,,,,,
2018-03-11,64.00,36.00,2.00,,1.00,11.00,,,,,,,,,,,,
2018-03-12,62.00,35.00,2.00,,1.00,11.00,,,,,,,,,,,,
2018-03-13,64.00,35.00,2.00,,1.00,12.00,,,,,,,,,,,,
2018-03-14,68.00,36.00,2.00,,1.00,12.00,,,,,,,,,,,,
2018-03-15,68.00,36.00,1.00,,1.00,13.00,,,,,,,,,,,,
2018-03-16,69.00,36.00,2.00,,1.00,13.00,,,,,,,,,,,,
2018-03-17,67.00,35.00,2.00,,1.00,12.00,,,,,,,,,,,,
2018-03-18,67.00,34.00,2.00,,1.00,12.00,,,,,,,,,,,,
2018-03-19,72.00,34.00,2.00,,1.00,12.00,,,,,,,,,,,,
2018-03-20,72.00,34.00,2.00,,1.00,10.00,,,,,,,,,,,,
2018-03-21,72.00,34.00,2.00,,1.00,10.00,,,,,,,,,,,,
2018-03-22,72.00,32.00,2.00,,1.00,10.00,,,,,,,,,,,,
2018-03-23,70.00,31.00,3.00,,1.00,10.00,,,,,,,,,,,,
2018-03-24,67.00,27.00,3.00,,1.00,10.00,,,,,,,,,,,,
2018-03-25,67.00,26.00,3.00,,1.00,9.00,,,,,,,,,,,,
2018-03-26,70.00,28.00,3.00,,1.00,10.00,,,,,,,,,,,,
2018-03-27,69.00,28.00,3.00,,1.00,10.00,,,,,,,,,,,,
2018-03-28,66.00,26.00,3.00,,1.00,9.00,,,,,,,,,,,,
2018-03-29,65.00,24.00,3.00,,1.00,9.00,,,,,,,,,,,,
2018-03-30,62.00,22.00,3.00,,1.00,9.00,,,,,,,,,,,,
2018-03-31,60.00,22.00,3.00,,1.00,9.00,,,,,,,,,,,,
2018-04-01,60.00,22.00,3.00,,1.00,9.00,,,,,,,,,,,,
2018-04-02,59.00,21.00,3.00,,1.00,7.00,,,,,,,,,,,,
2018-04-03,60.00,21.00,3.00,,1.00,7.00,,,,,,,,,,,,
2018-04-04,65.00,24.00,3.00,,1.00,7.00,,,,,,,,,,,,
2018-04-05,66.00,25.00,3.00,,1.00,7.00,,,,,,,,,,,,
2018-04-06,66.00,24.00,3.00,,1.00,7.00,,,,,,,,,,,,
2018-04-07,64.00,22.00,3.00,,1.00,7.00,,,,,,,,,,,,
2018-04-08,63.00,21.00,3.00,,1.00,7.00,,,,,,,,,,,,
2018-04-09,65.00,22.00,3.00,,1.00,7.00,,,,,,,,,,,,
2018-04-10,69.00,24.00,3.00,,1.00,7.00,,,,,,,,,,,,
2018-04-11,69.00,24.00,3.00,,1.00,7.00,,,,,,,,,,,,
2018-04-12,68.00,24.00,3.00,,1.00,7.00,,,,,,,,,,,,
2018-04-13,65.00,24.00,3.00,,1.00,7.00,,,,,,,,,,,,
2018-04-14,64.00,24.00,3.00,,1.00,5.00,,,,,,,,,,,,
2018-04-15,61.00,23.00,2.00,,1.00,5.00,,,,,,,,,,,,
2018-04-16,63.00,24.00,2.00,,1.00,6.00,,,,,,,,,,,,
2018-04-17,64.00,24.00,2.00,,1.00,6.00,,,,,,,,,,,,
2018-04-18,66.00,24.00,2.00,,1.00,7.00,,,,,,,,,,,,
2018-04-19,67.00,26.00,2.00,,1.00,7.00,,,,,,,,,,,,
2018-04-20,67.00,26.00,2.00,,1.00,7.00,,,,,,,,,,,,
2018-04-21,68.00,27.00,2.00,,1.00,7.00,,,,,,,,,,,,
2018-04-22,68.00,27.00,2.00,,1.00,7.00,,,,,,,,,,,,
2018-04-23,71.00,28.00,2.00,,1.00,7.00,,,,,,,,,,,,
2018-04-24,70.00,29.00,2.00,,1.00,7.00,,,,,,,,,,,,
2018-04-25,68.00,29.00,2.00,,1.00,5.00,,,,,,,,,,,,
2018-04-26,68.00,27.00,2.00,,1.00,5.00,,,,,,,,,,,,
2018-04-27,70.00,29.00,2.00,,1.00,5.00,,,,,,,,,,,,
2018-04-28,71.00,29.00,2.00,,1.00,5.00,,,,,,,,,,,,
2018-04-29,71.00,29.00,2.00,,1.00,5.00,,,,,,,,,,,,
2018-04-30,74.00,30.00,2.00,,1.00,4.00,,,,,,,,,,,,
2018-05-01,75.00,31.00,2.00,,1.00,4.00,,,,,,,,,,,,
2018-05-02,76.00,32.00,2.00,,1.00,4.00,,,,,,,,,,,,
2018-05-03,75.00,31.00,2.00,,1.00,4.00,,,,,,,,,,,,
2018-05-04,71.00,28.00,2.00,,1.00,4.00,,,,,,,,,,,,
2018-05-05,68.00,26.00,2.00,,1.00,4.00,,,,,,,,,,,,
2018-05-06,67.00,26.00,2.00,,1.00,4.00,,,,,,,,,,,,
2018-05-07,68.00,27.00,2.00,,1.00,4.00,,,,,,,,,,,,
2018-05-08,69.00,28.00,2.00,,1.00,4.00,,,,,,,,,,,,
2018-05-09,69.00,28.00,2.00,,1.00,5.00,,,,,,,,,,,,
2018-05-10,66.00,27.00,2.00,,1.00,5.00,,,,,,,,,,,,
2018-05-11,64.00,26.00,2.00,,1.00,5.00,,,,,,,,,,,,
2018-05-12,63.00,26.00,2.00,,1.00,5.00,,,,,,,,,,,,
2018-05-13,63.00,26.00,2.00,,1.00,5.00,,,,,,,,,,,,
2018-05-14,67.00,27.00,2.00,,1.00,5.00,,,,,,,,,,,,
2018-05-15,68.00,27.00,2.00,,1.00,5.00,,,,,,,,,,,,
2018-05-16,66.00,26.00,2.00,,1.00,4.00,,,,,,,,,,,,
2018-05-17,63.00,24.00,2.00,,1.00,4.00,,,,,,,,,,,,
2018-05-18,62.00,24.00,2.00,,1.00,3.00,,,,,,,,,,,,
2018-05-19,58.00,22.00,2.00,,1.00,3.00,,,,,,,,,,,,
2018-05-20,57.00,22.00,2.00,,1.00,3.00,,,,,,,,,,,,
2018-05-21,59.00,21.00,2.00,,1.00,3.00,,,,,,,,,,,,
2018-05-22,59.00,21.00,2.00,,1.00,3.00,,,,,,,,,,,,
2018-05-23,60.00,22.00,2.00,,1.00,3.00,,,,,,,,,,,,
2018-05-24,61.00,22.00,2.00,,1.00,3.00,,,,,,,,,,,,
2018-05-25,62.00,22.00,2.00,,1.00,4.00,,,,,,,,,,,,
2018-05-26,60.00,22.00,2.00,,1.00,4.00,,,,,,,,,,,,
2018-05-27,58.00,20.00,2.00,,1.00,4.00,,,,,,,,,,,,
2018-05-28,58.00,20.00,2.00,,1.00,4.00,,,,,,,,,,,,
2018-05-29,61.00,24.00,2.00,,1.00,4.00,,,,,,,,,,,,
2018-05-30,59.00,24.00,2.00,,1.00,4.00,,,,,,,,,,,,
2018-05-31,60.00,24.00,2.00,,1.00,4.00,,,,,,,,,,,,
2018-06-01,61.00,23.00,2.00,,1.00,4.00,,,,,,,,,,,,
2018-06-02,60.00,22.00,2.00,,1.00,4.00,,,,,,,,,,,,
2018-06-03,57.00,21.00,2.00,,1.00,4.00,,,,,,,,,,,,
2018-06-04,58.00,23.00,2.00,,1.00,4.00,,,,,,,,,,,,
2018-06-05,62.00,27.00,2.00,,1.00,4.00,,,,,,,,,,,,
2018-06-06,63.00,26.00,2.00,,1.00,4.00,,,,,,,,,,,,
2018-06-07,62.00,25.00,2.00,,1.00,4.00,,,,,,,,,,,,
2018-06-08,65.00,26.00,2.00,,1.00,3.00,,,,,,,,,,,,
2018-06-09,64.00,25.00,2.00,,1.00,3.00,,,,,,,,,,,,
2018-06-10,64.00,25.00,2.00,,1.00,3.00,,,,,,,,,,,,
2018-06-11,65.00,26.00,2.00,,1.00,3.00,,,,,,,,,,,,
2018-06-12,66.00,26.00,2.00,,1.00,3.00,,,,,,,,,,,,
2018-06-13,68.00,27.00,2.00,,1.00,3.00,,,,,,,,,,,,
2018-06-14,81.00,32.00,2.00,,1.00,3.00,,,,,,,,,,,,
2018-06-15,84.00,32.00,2.00,,1.00,3.00,,,,,,,,,,,,
2018-06-16,85.00,32.00,1.00,,1.00,3.00,,,,,,,,,,,,
2018-06-17,84.00,32.00,0.00,,1.00,3.00,,,,,,,,,,,,
2018-06-18,87.00,32.00,0.00,,1.00,3.00,,,,,,,,,,,,
2018-06-19,89.00,33.00,0.00,,1.00,3.00,,,,,,,,,,,,
2018-06-20,91.00,34.00,0.00,,1.00,3.00,,,,,,,,,,,,
2018-06-21,93.00,36.00,0.00,,1.00,3.00,,,,,,,,,,,,
2018-06-22,94.00,37.00,0.00,,1.00,3.00,,,,,,,,,,,,
2018-06-23,94.00,37.00,0.00,,1.00,3.00,,,,,,,,,,,,
2018-06-24,93.00,37.00,0.00,,1.00,2.00,,,,,,,,,,,,
2018-06-25,95.00,39.00,0.00,,1.00,2.00,,,,,,,,,,,,
2018-06-26,101.00,41.00,1.00,,1.00,2.00,,,,,,,,,,,,
2018-06-27,104.00,41.00,1.00,,1.00,2.00,,,,,,,,,,,,
2018-06-28,99.00,36.00,1.00,,1.00,2.00,,,,,,,,,,,,
2018-06-29,102.00,37.00,1.00,,1.00,2.00,,,,,,,,,,,,
2018-06-30,101.00,37.00,1.00,,1.00,2.00,,,,,,,,,,,,
2018-07-01,103.00,37.00,1.00,,1.00,2.00,,,,,,,,,,,,
2018-07-02,108.00,38.00,2.00,,1.00,2.00,,,,,,,,,,,,
2018-07-03,115.00,40.00,2.00,,1.00,2.00,,,,,,,,,,,,
2018-07-04,116.00,40.00,2.00,,1.00,2.00,,,,,,,,,,,,
2018-07-05,114.00,37.00,2.00,,1.00,2.00,,,,,,,,,,,,
2018-07-06,117.00,36.00,2.00,,1.00,2.00,,,,,,,,,,,,
2018-07-07,118.00,35.00,2.00,,1.00,2.00,,,,,,,,,,,,
2018-07-08,115.00,34.00,2.00,,1.00,2.00,,,,,,,,,,,,
2018-07-09,118.00,35.00,2.00,,1.00,2.00,,,,,,,,,,,,
2018-07-10,117.00,35.00,2.00,,1.00,2.00,,,,,,,,,,,,
2018-07-11,116.00,33.00,2.00,,1.00,2.00,,,,,,,,,,,,
2018-07-12,116.00,34.00,3.00,,1.00,2.00,,,,,,,,,,,,
2018-07-13,116.00,33.00,3.00,,1.00,2.00,,,,,,,,,,,,
2018-07-14,101.00,25.00,3.00,,1.00,2.00,,,,,,,,,,,,
2018-07-15,100.00,26.00,3.00,,1.00,2.00,,,,,,,,,,,,
2018-07-16,101.00,28.00,3.00,,1.00,2.00,,,,,,,,,,,,
2018-07-17,102.00,30.00,3.00,,1.00,2.00,,,,,,,,,,,,
2018-07-18,105.00,31.00,3.00,,1.00,2.00,,,,,,,,,,,,
2018-07-19,106.00,32.00,3.00,,1.00,2.00,,,,,,,,,,,,
2018-07-20,106.00,31.00,3.00,,1.00,3.00,,,,,,,,,,,,
2018-07-21,104.00,29.00,3.00,,1.00,4.00,,,,,,,,,,,,
2018-07-22,106.00,30.00,3.00,,1.00,4.00,,,,,,,,,,,,
2018-07-23,107.00,30.00,3.00,,1.00,4.00,,,,,,,,,,,,
2018-07-24,112.00,34.00,3.00,,1.00,4.00,,,,,,,,,,,,
2018-07-25,112.00,34.00,3.00,,1.00,4.00,,,,,,,,,,,,
2018-07-26,109.00,34.00,3.00,,1.00,4.00,,,,,,,,,,,,
2018-07-27,107.00,33.00,3.00,,1.00,4.00,,,,,,,,,,,,
2018-07-28,104.00,33.00,3.00,,1.00,4.00,,,,,,,,,,,,
2018-07-29,103.00,32.00,3.00,,1.00,4.00,,,,,,,,,,,,
2018-07-30,106.00,34.00,3.00,,2.00,4.00,,,,,,,,,,,,
2018-07-31,108.00,36.00,3.00,,2.00,4.00,,,,,,,,,,,,
2018-08-01,105.00,35.00,3.00,,2.00,4.00,,,,,,,,,,,,
2018-08-02,102.00,35.00,2.00,,2.00,4.00,,,,,,,,,,,,
2018-08-03,100.00,33.00,2.00,,2.00,4.00,,,,,,,,,,,,
2018-08-04,99.00,33.00,2.00,,2.00,4.00,,,,,,,,,,,,
2018-08-05,98.00,34.00,2.00,,2.00,4.00,,,,,,,,,,,,
2018-08-06,98.00,36.00,2.00,,2.00,4.00,,,,,,,,,,,,
2018-08-07,106.00,38.00,2.00,,2.00,5.00,,,,,,,,,,,,
2018-08-08,107.00,37.00,2.00,,2.00,5.00,,,,,,,,,,,,
2018-08-09,112.00,39.00,2.00,,2.00,5.00,,,,,,,,,,,,
2018-08-10,112.00,39.00,2.00,,2.00,5.00,,,,,,,,,,,,
2018-08-11,110.00,39.00,1.00,,2.00,5.00,,,,,,,,,,,,
2018-08-12,110.00,39.00,1.00,,2.00,5.00,,,,,,,,,,,,
2018-08-13,113.00,40.00,1.00,,2.00,5.00,,,,,,,,,,,,
2018-08-14,113.00,40.00,1.00,,2.00,5.00,,,,,,,,,,,,
2018-08-15,113.00,39.00,1.00,,2.00,5.00,,,,,,,,,,,,
2018-08-16,111.00,39.00,1.00,,2.00,5.00,,,,,,,,,,,,
2018-08-17,110.00,40.00,1.00,,2.00,5.00,,,,,,,,,,,,
2018-08-18,108.00,40.00,1.00,,2.00,5.00,,,,,,,,,,,,
2018-08-19,106.00,40.00,1.00,,2.00,4.00,,,,,,,,,,,,
2018-08-20,108.00,42.00,1.00,,2.00,3.00,,,,,,,,,,,,
2018-08-21,109.00,43.00,1.00,,2.00,3.00,,,,,,,,,,,,
2018-08-22,111.00,43.00,1.00,,2.00,3.00,,,,,,,,,,,,
2018-08-23,105.00,39.00,1.00,,2.00,3.00,,,,,,,,,,,,
2018-08-24,102.00,36.00,1.00,,2.00,3.00,,,,,,,,,,,,
2018-08-25,101.00,34.00,1.00,,2.00,3.00,,,,,,,,,,,,
2018-08-26,102.00,34.00,1.00,,2.00,3.00,,,,,,,,,,,,
2018-08-27,106.00,37.00,1.00,,2.00,3.00,,,,,,,,,,,,
2018-08-28,105.00,37.00,1.00,,2.00,3.00,,,,,,,,,,,,
2018-08-29,105.00,37.00,1.00,,1.00,3.00,,,,,,,,,,,,
2018-08-30,101.00,33.00,0.00,,1.00,3.00,,,,,,,,,,,,
2018-08-31,100.00,33.00,0.00,,1.00,3.00,,,,,,,,,,,,
2018-09-01,98.00,33.00,0.00,,1.00,3.00,,,,,,,,,,,,
2018-09-02,96.00,31.00,0.00,,1.00,3.00,,,,,,,,,,,,
2018-09-03,101.00,34.00,0.00,,1.00,3.00,,,,,,,,,,,,
2018-09-04,105.00,38.00,0.00,,1.00,4.00,,,,,,,,,,,,
2018-09-05,107.00,38.00,0.00,,1.00,4.00,,,,,,,,,,,,
2018-09-06,99.00,35.00,0.00,,1.00,3.00,,,,,,,,,,,,
2018-09-07,99.00,35.00,0.00,,1.00,3.00,,,,,,,,,,,,
2018-09-08,95.00,33.00,0.00,,1.00,3.00,,,,,,,,,,,,
2018-09-09,94.00,32.00,0.00,,1.00,3.00,,,,,,,,,,,,
2018-09-10,96.00,33.00,0.00,,1.00,3.00,,,,,,,,,,,,
2018-09-11,96.00,35.00,0.00,,1.00,4.00,,,,,,,,,,,,
2018-09-12,95.00,35.00,0.00,,1.00,4.00,,,,,,,,,,,,
2018-09-13,95.00,37.00,0.00,,1.00,4.00,,,,,,,,,,,,
2018-09-14,95.00,37.00,0.00,,1.00,4.00,,,,,,,,,,,,
2018-09-15,94.00,37.00,0.00,,1.00,4.00,,,,,,,,,,,,
2018-09-16,93.00,34.00,0.00,,1.00,4.00,,,,,,,,,,,,
2018-09-17,94.00,34.00,0.00,,1.00,5.00,,,,,,,,,,,,
2018-09-18,95.00,35.00,0.00,,1.00,5.00,,,,,,,,,,,,
2018-09-19,94.00,36.00,0.00,,1.00,5.00,,,,,,,,,,,,
2018-09-20,93.00,36.00,0.00,,1.00,5.00,,,,,,,,,,,,
2018-09-21,96.00,39.00,0.00,,1.00,5.00,,,,,,,,,,,,
2018-09-22,94.00,39.00,0.00,,1.00,5.00,,,,,,,,,,,,
2018-09-23,94.00,39.00,0.00,,1.00,5.00,,,,,,,,,,,,
2018-09-24,102.00,40.00,0.00,,1.00,5.00,,,,,,,,,,,,
2018-09-25,103.00,42.00,0.00,,1.00,5.00,,,,,,,,,,,,
2018-09-26,102.00,41.00,0.00,,1.00,5.00,,,,,,,,,,,,
2018-09-27,103.00,41.00,0.00,,1.00,5.00,,,,,,,,,,,,
2018-09-28,104.00,43.00,0.00,,1.00,5.00,,,,,,,,,,,,
2018-09-29,108.00,47.00,0.00,,1.00,5.00,,,,,,,,,,,,
2018-09-30,107.00,47.00,0.00,,1.00,5.00,,,,,,,,,,,,
2018-10-01,110.00,48.00,0.00,,1.00,5.00,,,,,,,,,,,,
2018-10-02,110.00,48.00,0.00,,1.00,5.00,,,,,,,,,,,,
2018-10-03,105.00,45.00,0.00,,1.00,6.00,,,,,,,,,,,,
2018-10-04,104.00,43.00,0.00,,1.00,5.00,,,,,,,,,,,,
2018-10-05,102.00,42.00,0.00,,1.00,5.00,,,,,,,,,,,,
2018-10-06,103.00,43.00,0.00,,1.00,5.00,,,,,,,,,,,,
2018-10-07,102.00,42.00,0.00,,1.00,5.00,,,,,,,,,,,,
2018-10-08,103.00,43.00,0.00,,1.00,5.00,,,,,,,,,,,,
2018-10-09,109.00,43.00,0.00,,1.00,5.00,,,,,,,,,,,,
2018-10-10,109.00,42.00,0.00,,1.00,5.00,,,,,,,,,,,,
2018-10-11,113.00,42.00,0.00,,1.00,4.00,,,,,,,,,,,,
2018-10-12,116.00,42.00,0.00,,1.00,4.00,,,,,,,,,,,,
2018-10-13,115.00,42.00,0.00,,1.00,4.00,,,,,,,,,,,,
2018-10-14,114.00,41.00,0.00,,1.00,4.00,,,,,,,,,,,,
2018-10-15,118.00,44.00,0.00,,1.00,4.00,,,,,,,,,,,,
2018-10-16,119.00,45.00,0.00,,1.00,4.00,,,,,,,,,,,,
2018-10-17,120.00,45.00,0.00,,1.00,3.00,,,,,,,,,,,,
2018-10-18,122.00,45.00,0.00,,1.00,3.00,,,,,,,,,,,,
2018-10-19,123.00,43.00,0.00,,1.00,3.00,,,,,,,,,,,,
2018-10-20,122.00,42.00,0.00,,1.00,3.00,,,,,,,,,,,,
2018-10-21,119.00,42.00,0.00,,1.00,3.00,,,,,,,,,,,,
2018-10-22,121.00,42.00,0.00,,1.00,3.00,,,,,,,,,,,,
2018-10-23,123.00,42.00,0.00,,1.00,3.00,,,,,,,,,,,,
2018-10-24,119.00,42.00,0.00,,1.00,3.00,,,,,,,,,,,,
2018-10-25,116.00,39.00,0.00,,1.00,3.00,,,,,,,,,,,,
2018-10-26,115.00,37.00,0.00,,1.00,3.00,,,,,,,,,,,,
2018-10-27,115.00,37.00,0.00,,1.00,3.00,,,,,,,,,,,,
2018-10-28,111.00,34.00,0.00,,1.00,3.00,,,,,,,,,,,,
2018-10-29,109.00,31.00,0.00,,1.00,3.00,,,,,,,,,,,,
2018-10-30,109.00,31.00,0.00,,1.00,4.00,,,,,,,,,,,,
2018-10-31,106.00,30.00,0.00,,1.00,4.00,,,,,,,,,,,,
2018-11-01,109.00,30.00,0.00,,1.00,4.00,,,,,,,,,,,,
2018-11-02,110.00,28.00,0.00,,1.00,3.00,,,,,,,,,,,,
2018-11-03,106.00,26.00,0.00,,1.00,3.00,,,,,,,,,,,,
2018-11-04,105.00,25.00,0.00,,1.00,3.00,,,,,,,,,,,,
2018-11-05,105.00,24.00,0.00,,1.00,3.00,,,,,,,,,,,,
2018-11-06,105.00,25.00,0.00,,1.00,3.00,,,,,,,,,,,,
2018-11-07,107.00,28.00,0.00,,1.00,4.00,,,,,,,,,,,,
2018-11-08,107.00,29.00,0.00,,1.00,4.00,,,,,,,,,,,,
2018-11-09,107.00,29.00,0.00,,1.00,4.00,,,,,,,,,,,,
2018-11-10,104.00,29.00,1.00,,1.00,4.00,,,,,,,,,,,,
2018-11-11,100.00,27.00,1.00,,1.00,4.00,,,,,,,,,,,,
2018-11-12,103.00,29.00,1.00,,1.00,5.00,,,,,,,,,,,,
2018-11-13,103.00,30.00,1.00,,1.00,5.00,,,,,,,,,,,,
2018-11-14,103.00,29.00,1.00,,1.00,5.00,,,,,,,,,,,,
2018-11-15,105.00,30.00,1.00,,1.00,5.00,,,,,,,,,,,,
2018-11-16,108.00,31.00,1.00,,1.00,5.00,,,,,,,,,,,,
2018-11-17,109.00,30.00,1.00,,1.00,5.00,,,,,,,,,,,,
2018-11-18,105.00,29.00,1.00,,1.00,5.00,,,,,,,,,,,,
2018-11-19,106.00,29.00,2.00,,1.00,5.00,,,,,,,,,,,,
2018-11-20,111.00,30.00,2.00,,1.00,5.00,,,,,,,,,,,,
2018-11-21,110.00,31.00,2.00,,1.00,5.00,,,,,,,,,,,,
2018-11-22,110.00,32.00,2.00,,1.00,5.00,,,,,,,,,,,,
2018-11-23,109.00,32.00,2.00,,1.00,5.00,,,,,,,,,,,,
2018-11-24,109.00,31.00,2.00,,1.00,5.00,,,,,,,,,,,,
2018-11-25,107.00,31.00,2.00,,1.00,5.00,,,,,,,,,,,,
2018-11-26,109.00,34.00,3.00,,1.00,6.00,,,,,,,,,,,,
2018-11-27,114.00,35.00,3.00,,1.00,7.00,,,,,,,,,,,,
2018-11-28,114.00,34.00,3.00,,1.00,7.00,,,,,,,,,,,,
2018-11-29,114.00,37.00,3.00,,1.00,7.00,,,,,,,,,,,,
2018-11-30,114.00,38.00,3.00,,1.00,8.00,,,,,,,,,,,,
2018-12-01,112.00,38.00,3.00,,1.00,8.00,,,,,,,,,,,,
2018-12-02,113.00,40.00,3.00,,1.00,8.00,,,,,,,,,,,,
2018-12-03,115.00,40.00,3.00,,1.00,8.00,,,,,,,,,,,,
2018-12-04,119.00,41.00,3.00,,1.00,8.00,,,,,,,,,,,,
2018-12-05,120.00,41.00,3.00,,1.00,8.00,,,,,,,,,,,,
2018-12-06,121.00,40.00,3.00,,1.00,9.00,,,,,,,,,,,,
2018-12-07,118.00,38.00,3.00,,1.00,8.00,,,,,,,,,,,,
2018-12-08,116.00,36.00,3.00,,1.00,8.00,,,,,,,,,,,,
2018-12-09,115.00,35.00,3.00,,1.00,8.00,,,,,,,,,,,,
2018-12-10,120.00,38.00,4.00,,1.00,8.00,,,,,,,,,,,,
2018-12-11,119.00,38.00,4.00,,1.00,8.00,,,,,,,,,,,,
2018-12-12,118.00,35.00,4.00,,1.00,8.00,,,,,,,,,,,,
2018-12-13,121.00,37.00,4.00,,1.00,8.00,,,,,,,,,,,,
2018-12-14,122.00,39.00,4.00,,0.00,8.00,,,,,,,,,,,,
2018-12-15,120.00,38.00,4.00,,0.00,8.00,,,,,,,,,,,,
2018-12-16,119.00,37.00,4.00,,0.00,8.00,,,,,,,,,,,,
2018-12-17,120.00,39.00,4.00,,0.00,8.00,,,,,,,,,,,,
2018-12-18,120.00,39.00,5.00,,0.00,9.00,,,,,,,,,,,,
2018-12-19,119.00,39.00,5.00,,0.00,9.00,,,,,,,,,,,,
2018-12-20,122.00,41.00,5.00,,0.00,9.00,,,,,,,,,,,,
2018-12-21,123.00,41.00,5.00,,0.00,9.00,,,,,,,,,,,,
2018-12-22,124.00,43.00,5.00,,0.00,9.00,,,,,,,,,,,,
2018-12-23,122.00,42.00,5.00,,0.00,9.00,,,,,,,,,,,,
2018-12-24,122.00,42.00,5.00,,0.00,9.00,,,,,,,,,,,,
2018-12-25,123.00,42.00,5.00,,0.00,9.00,,,,,,,,,,,,
2018-12-26,120.00,40.00,4.00,,0.00,9.00,,,,,,,,,,,,
2018-12-27,117.00,38.00,4.00,,0.00,9.00,,,,,,,,,,,,
2018-12-28,114.00,37.00,4.00,,0.00,9.00,,,,,,,,,,,,
2018-12-29,113.00,36.00,4.00,,0.00,8.00,,,,,,,,,,,,
2018-12-30,111.00,35.00,4.00,,0.00,7.00,,,,,,,,,,,,
2018-12-31,111.00,35.00,4.00,,0.00,7.00,,,,,,,,,,,,
2019-01-01,107.00,33.00,4.00,,0.00,7.00,,,,,,,,,,,,
