Date,Curve,Uniswap,PancakeSwap,SushiSwap ,Balancer,Bancor ,Ellipsis Finance ($),QuickSwap,Trader_Joe,Osmosis ($),Biswap ($),SpookySwap,Orca ($),xExchange ($),Thorchain ($),Katana ($),DODO,ApeSwap
6/1/2022,7861186002,5360627544,3425869383,1086045939,945297314.2,573935770.3,145776720,398853828.7,283753655.2,253704640.5,420586271.4,195600985.5,254441640.3,252350825.3,191451891.8,83404685.37,120758888.5,74600813.08
6/2/2022,8141750801,5440519155,3481210168,1086653656,952880044.8,566687973.2,137285669.9,396414593.4,292669528.1,233286778.4,461653315.6,203463574.7,252360378.2,234519368,181674077.1,84532234.25,124719415.8,75912838.46
6/3/2022,8032956941,5374167461,3413927122,1079900193,893854169.1,548069485.9,133053753.4,385619294.1,261157553.6,237718091.5,455698055,195757634,234142104.3,240779994.7,179356110.9,81764048.16,125389639.3,73825873.83
6/4/2022,8051378319,5439431521,3429543391,1089934608,902297691.3,564563056.9,132839345,387056415.3,268357853.2,229672857.4,432897148.3,195510371.7,227573589.9,237149517.9,175450647.1,81757616.67,123596364.9,73762158.75
6/5/2022,8029747315,5472231720,3393631530,1089428126,908004445.6,561545567.3,132470967.7,388362572.5,264959036.9,227996224.2,433708415.4,195107715.3,226989663.9,234207720.1,180867861.7,81936812.62,124683926.3,73301479.38
6/6/2022,8169618825,5636539764,3405737850,1113453266,915817078.2,574855950.7,133863493.6,399554057.3,263444829.6,233355740.8,429840319.7,197150201.9,225901463,27206514.78,181894988.6,86097773.55,124865320.9,73578942.57
6/7/2022,7887788986,5634609420,3381908963,1085750071,900608194.2,576933631.9,132855440.6,394762970.7,263275215.3,214918363.8,421676804.8,189540400.2,233874035.8,234236666.8,191223131.8,83880884.17,128192091.3,72600377.34
6/8/2022,7903447989,5687090985,3376141208,1073009415,898543080.3,571500990.5,131596768.9,380911267.7,266747852.6,220895037.1,416605641.5,184635515.2,229862506.2,209646434.5,187068689.5,82717688.16,126905283.4,72116520.76
6/9/2022,7958719867,5665124357,3367191130,1048807304,915756000.5,586786504,128387224.4,388286547.3,260095972.5,220895037.1,417689279,183577108.4,228628160.8,192502423.1,184227040.1,82648645.98,127144247,72479119.36
6/10/2022,7722510345,5495695228,3329933663,987888789.2,843223208.8,539256677.7,128356128.2,372142305.9,242344737.7,220895037.1,396358510.2,170090188.8,201144088,185479760.9,184391286.8,76667157.74,125448085.5,70181360.38
6/11/2022,7039603661,5180715682,3216166152,915028771,808375521.7,500911666.8,128479010.8,348153189.2,230097048.5,220895037.1,368857324.4,157767920.6,185418019,172661149.5,174940194,70822492.06,123468819.7,66563332.55
6/12/2022,6817340816,4968639354,3111076544,861064054.7,763520516.6,458975473.8,125813424.9,331561808.2,204712701.7,178735909,350528605.4,140804565.9,170650967.3,155360944.6,166797054.1,66892093.62,120869986.3,63844590.96
6/13/2022,6467223915,4561863559,2721637778,738384534.7,621236005.4,388742972.6,124160232.1,268223511.7,181009550.8,165300660.2,299698940.8,132236751.9,152898028.2,136214354.7,160332352.3,53602650.11,116476535.7,57193352.01
6/14/2022,5872603116,4481768655,2688563747,715380838,586201119.5,368494878.8,114530524.2,263168828.1,187141065.6,146049323.1,294925147.2,125024641.9,134350202.7,126015498.3,129400559.8,54469167.74,110096336,56938377.81
6/15/2022,5230953674,4529934903,2662147990,694668430.2,556391085.8,330812259.4,112458326.1,265197138.1,191976785.2,148436419.3,295346105.5,129768320.3,135717164.2,133771450.2,127870610.6,53890017.94,107926911.9,58283898.18
6/16/2022,4881426401,4405158646,2571093320,624709236,502327088,267381856,104652049.2,242778367.5,178611143.2,162557370.5,277885534.2,113124502.5,139938356.7,158896833.2,124299969.9,47787993.47,105353095.4,54302067.92
6/17/2022,4864629909,4516652702,2667479227,634782778.6,517888428.8,263247852.3,100681717.1,240707108.5,178038381.9,146135952.3,286652317.2,117005812.2,129706333.4,146531785.7,121147814,47627045.12,92377878.25,55228535.96
6/18/2022,4589162340,4254800541,2528844650,576123770.2,472817400.3,233228589.5,100696448.9,226403974.7,167928130.5,148239820,271360847.9,109480195.5,131111386.9,149969171,114433448,44085838.66,93743300.13,49685991.64
6/19/2022,4522639989,4445516475,2623543155,618924415,467718488.9,248127682.9,99403278.11,238268892.7,181070512.9,139266151.7,276783221.9,116084427.3,122240864.5,130792763.5,102668257.1,48571304.5,91971190.14,51936399.65
6/20/2022,4512450360,4503628627,2650563687,622665583.1,467523165.4,238275626.7,99614063.72,240253921.5,176852878,148405976.7,285405359.4,117732747.7,124297998.9,147517184.1,113233624.3,50167626.6,91461913.04,52737676.12
6/21/2022,4496375437,4526607980,2665955385,626394862.3,470068672.1,229954069,98631571.39,243883312.5,175792145.1,148100273.3,270890765.4,121711416.5,127681185.1,160808245.2,116945188.8,51899453.51,91006261.52,53209852.81
6/22/2022,4423767859,4449548505,2643274724,599523784,439637322.7,216577997.4,93343132.68,243986181.2,172571308.9,149085488.1,261730584,117516470.5,133542270.7,162977288.1,123577991.1,48794718.2,91955693.98,52591004.41
6/23/2022,4519523190,4657358793,2717347820,638425922.8,474108728.3,219807641.8,93420692.2,255341265.8,185989122.6,153487549.2,270213984.8,122570053,131797111.9,169099639.4,117355212.5,53318456.95,90939750.41,55211360.25
6/24/2022,4569022753,4802285434,2766852742,669174540.9,512536099.7,228276078.1,94144249.18,263011250.2,197503488.8,171869280.2,275899786,129071248.4,146617704.4,172878546.3,123845780.1,58614190.57,94251272.02,56973421.33
6/25/2022,4591541757,4846171589,2775507504,677134555.5,517307684.6,225848393.5,94977737.72,267476174.6,195627921.1,170115976.4,277933593.4,130325029.2,152287285.7,175471882.8,135817684.8,58075245.76,97444524.77,57150761.07
6/26/2022,4542682676,4775484720,2736642022,659614128.3,499651769.1,214568952.2,94826012.88,259626089.1,188520309.3,175988087.5,273858790.2,124427321.1,155136043,172318081.9,139450625.7,56351858.31,97791408.96,55576525.88
6/27/2022,4562362127,4737959978,2736563870,654905741.9,507873998,190291095.2,93799858.23,255960080.2,184250848.7,167154158.1,273008370,124165973.1,149509918.4,156752379.3,136605515.1,55473080.57,97442877.67,55034786.16
6/28/2022,4512623567,4672183219,2782283615,637741769.3,478695877.4,181191387.3,94524503.04,248826794.6,175284710,160757185.9,275176540.2,121533479.9,142383933.2,156719054.1,126011454.2,56116754.5,97532581.02,53522347.84
6/29/2022,4486117656,4569002554,2674960232,618121801.2,472237353.5,180024386.9,93707955.11,245732749.2,175785301.4,152895204.8,234734399.6,117902099,130500596,146882888.8,126011454.2,54855057.34,97397815.15,51847057.8
6/30/2022,4437984711,4538933191,2664790039,594695216.5,454460213.6,171214771.2,91690933.64,245679117.8,172975801.8,152243054.5,234021994.8,114389020,125943852,138202976.8,121996536.9,51641407.48,111944224.8,51417480.39
7/1/2022,4435301557,4580637844,2639568064,580695395.1,454462376.8,165048990.9,90061127.62,248147491.5,169943183.1,154325240.4,235025879.9,112072913,124592927,141647239.8,115194393.6,53075567.32,108823326.3,50729498.83
7/2/2022,4481651862,4554409003,2622944050,581735240.6,459895406.1,169340194.8,92417893.25,255746804.3,170427383.2,159306594.9,235491741.6,111636037.8,122201794.6,141964854.5,116724080.4,54154587.55,112149481.5,51190310.18
7/3/2022,4469377534,4605502663,2622401314,576182117.3,461694788.1,168285102.3,90486871.16,252271626.1,171359845.2,157511227.7,236861291.5,114174204.6,122065432.3,141365883.8,117119763.8,54604329.82,115289328.1,51140019.73
7/4/2022,4548533966,4731377651,2664140807,601975095.5,488825496.2,174814683.7,90452685.74,266267831.4,176717171.6,156629125.4,242328923.5,116783822.5,121690194,142425630.6,117016152.1,58530994.33,145046835.6,52821783.23
7/5/2022,4505238458,4714698994,2649824118,594593824.8,494338098.9,170073723.1,90834689.59,270055963.1,175433174.7,165817776.7,241058354,115775533.1,122925630.3,151410458.5,129231374.4,57036774.27,148350554.1,51839310.32
7/6/2022,4573534472,4795598273,2685043048,613584855.7,513988678.7,173346409.2,90614240.17,276626619.8,182741889.7,168127165.9,254561517,115424075.6,116541805,151080185.1,127817390.8,60970777.25,165479557.8,52552879.73
7/7/2022,4695808964,4846913956,2711791345,631939526,545971704.9,178295141.1,91068268.47,284409395.9,187131150.3,164656914.9,262741716.9,119613195.3,118510739.6,152220396.5,134130652.1,62660894.1,162008950.2,52846565.47
7/8/2022,4620310206,4814873128,2693445043,622260682.2,547235786.2,172610154.2,91062921.13,289562615.3,187484988.7,170470848.2,252691659.6,118280800.3,119820239.3,155793299.8,122403793,61569074.05,162525278.8,53524176.58
7/9/2022,4660135463,4865862785,2709362870,625854897.6,555736811.9,174349897,91319772.72,288707925,180035750.9,166859383.3,255779877.8,119976400.2,112641772.2,152857778.2,137709599.3,61389197.57,163872375.2,53807334.74
7/10/2022,4646621535,4661164780,2652652806,608037521.8,544690056.6,167005058.5,91115940.23,281751706.3,175013923.7,162989567.4,250866771.3,116257627.5,112160589.1,154532669.1,140382283.2,59262558.06,161257978,52618691.09
7/11/2022,4569039871,4515793984,2524256737,578485803.5,539627327.3,157116508.5,90536288.12,275304316.5,162469402.3,161290790,246853258.5,111509957.9,108497911.9,145941342.3,136446832.9,55997253.12,168320623.2,51163692.5
7/12/2022,4520333072,4423588530,2501238129,557422057.3,535409568.6,147619973.8,89999992.65,268752857.1,160774168.7,152708867.9,240147591.2,109335412.4,103933762.6,140769522.1,131058028.5,54039492.68,157668084.8,50031934.77
7/13/2022,4611042641,4530777761,2547778835,591233504,564357789.8,154428359.9,89487899.24,289072263.6,173236256.6,147242967.6,244766883.6,112533061.7,99709477.63,138083853.8,131058028.5,56055275.89,155591105.9,52085257.91
7/14/2022,4721076564,4642395157,2566872338,616391855.2,589130449,157459347.6,89438881.77,304984388.1,179223197.7,153057622.9,252478110.5,114978156.4,102828882.4,145391608.9,123217363.2,61407110.14,157841435.7,53719046.72
7/15/2022,4824453631,4706161139,2566395400,629622048.2,603900820.6,158669174.9,79978935.68,305696474.8,180418801.4,164593463,256643700.4,115033580.3,99983651.98,157602671.5,131658616.7,62466346.77,160669697.3,53645893.95
7/16/2022,4992077330,4899786681,2593276232,666954610.3,646450195.5,166699241.5,79788499.41,318905972.9,188444086.7,165990159.7,264882866.5,117975748.3,100934101.9,159766065.8,134475159.2,67227208.31,160155110.7,55174795.75
7/17/2022,4975209593,5015740208,2613604032,653807973.5,650879624,162153123.8,80239142.07,318745562.4,185637991.2,169457038,260742427.1,114940247.9,105379678.5,161125202.3,137211944.5,66469768.03,165031426.1,55450147.77
7/18/2022,5296558667,5425578819,2701928209,729451651.4,746572146,178417890.4,80116745.48,353719572.2,198938962.2,166517942.4,277214951.7,124510112.9,104338381.7,155888876.4,135384257.4,74755534.13,167209842.8,59532065.03
7/19/2022,5323546178,5386679183,2723620007,712622017.1,732905072.2,175431353.8,80756143.55,353833837.5,204664914.1,177307964.9,280301460,126864576.7,105567427.4,161978376.8,133860211.3,74984790.87,157863080.3,59461425.92
7/20/2022,5331302768,5289314582,2672355670,682937894.4,708829272.9,168244357.9,81061935.68,342102218.9,200912530.5,185392202.1,278288168.4,121390928.2,104665736.8,163111908.5,161064534.8,73577247.82,159107876.2,57117909.77
7/21/2022,5473867889,5303760271,2712161831,698389724.1,725837241.6,171388080.5,80577908.6,354053315.6,214017897.7,178111137.5,284277106.5,125579879.6,100665535.9,151157819.6,156162529.9,74566864.19,158630929.1,58677269.25
7/22/2022,5556661572,5417496640,2700077631,680303360.3,713327990.7,161321816.4,81046552.96,349167375.5,208619450.1,190933021.3,286922898.4,124807869.2,102702469.3,153434642.6,163120121.4,72587441.5,160157728.5,58017203.38
7/23/2022,5701522370,5521457052,2698315874,683558350.6,720973990.9,163505072.9,81517227.79,353297054.4,207252195.7,182206997.3,288107174.8,128826494.6,98211882.56,151142036.9,159821796.9,75363289.12,161101885.4,58054573.68
7/24/2022,5664172671,5572183161,2714129141,697514445.8,735758023.8,165660975.1,81396924.06,359041694.7,205983793.7,177561697.7,291716984.8,132390107.6,96731348.52,150776084.1,153530835.5,76768281.11,163952513.3,58348835.13
7/25/2022,5479940834,5373054476,2618255385,647734789.3,672732239.6,154104170.8,81095332.35,335867658.1,192293968.9,173843697.6,278768786.2,121264881.5,95871685.18,145728015.2,154436737.3,70616831.89,162128326.3,55046635.76
7/26/2022,5524485322,5507385299,2625035081,651688705.6,675229884.4,155466010.7,80445577.47,332934726,185219629.3,166505724.5,282479101.3,120461982.1,91738214.97,139909217.7,154436737.3,69936367.68,130567860.7,55395411.4
7/27/2022,5739110711,5746791269,2715850789,709274678.8,748478695.8,164253619.7,80965135.57,358389906.7,198737353.3,167911388.4,289186332.7,130274020.8,90956839.46,140303915.5,142595939.3,78687979.04,113766289.8,58966803.65
7/28/2022,5883066637,5853542035,2763035556,740081778.4,772034159.3,170746958.6,82080850.79,371258921.6,205423179.1,181980496.8,297075857.1,133311834.3,93507950.01,150728697.9,157471582.7,81675455.33,119393362.5,59709235.77
7/29/2022,5901312477,5871220879,2842956026,748289540.7,775134079.9,174536606.1,82602631.81,371519555,209357086.2,193891565.3,301582005.8,133110681.3,98925361.44,156892622.9,166700732.4,82690893.93,122905683.5,60790133.92
7/30/2022,5946113170,5856323294,2807286064,745114465.7,774000736.9,174633114.4,83266498.81,371042611,208960628.6,192612939.8,296970464.7,133682445.2,96372519.8,155479952.9,165090170.9,81956663.66,125216333.9,60339224.81
7/31/2022,5958792682,5837134989,2785671748,735334526.4,773604508.3,172242964.1,83391988.97,374448335.6,205095722.6,190790393,294501606.9,132199776.9,97660987.78,157837667.8,162659949.3,80821845.09,126454387.7,60693511.1
8/1/2022,5915803310,5799287198,2791078858,722696213.4,761520050.1,167066116.8,83331529.08,348126773.8,203885881.8,189006009.8,294316121.1,135634652.2,95691996.98,163876436.9,161158978.3,79173046.29,126285278.4,60294464.01
8/2/2022,5954477450,5660027712,2791574045,721887835.3,739876025.7,162976972.1,81739583.83,347165603.3,199749738.4,186859590.4,293306535.6,133765475.6,95871654.57,159866807.7,158314861.4,78466920.71,123136815.5,60161225.03
8/3/2022,5942781949,5683110874,2856509558,720324791.5,766194010,165374382.8,81662798.12,344361062.8,201133115.6,179868156.6,297332204.3,135624009.7,89596283,150923885.7,156011884.8,78193328.27,122158891.9,61828312.29
8/4/2022,5951287453,5712377676,2901771535,708089063.7,771434787,165088456,82063701.76,344868490.9,199541490.4,187711100,303143381.1,141219999.4,87977663.42,158141331.1,161961013.7,77197869.68,124797831,63042945.85
8/5/2022,6144178134,5947476004,2925055902,750004868.2,812671419.8,175557054.4,82639839.74,355280487.5,205750965.5,187886925,309282547.6,143670234.8,89622043.97,160482995.4,158543712.2,81994955.92,124338368.5,64183678.71
8/6/2022,6118956330,5897428241,2923937880,739150200.9,791515723.3,172428988.2,80205052,350697340.5,209765479.9,196958107.2,306734314,139090701.2,89409627.24,169155617.9,165138303.1,80340886,125796632.4,64701956.69
8/7/2022,6155412970,5911936201,2956650504,746174162.7,795245219.8,176184325.4,80338371.53,349336234.9,211247461.4,192499674.5,310401221.8,141306139.1,88924830.24,173958817.6,161151513.2,80725257.94,123454361.9,65577416.92
8/8/2022,6239668465,5872278896,3007248751,766078052.9,819178087.2,183884823.1,80803085.62,349926480.8,209686360,204349074.1,313827018.3,142505018.7,89795951.63,181322804.2,165398804.8,84106025.16,124600766,66545968.24
8/9/2022,6117512422,5771696255,3011118152,740467393.9,794647757.4,177344204.9,80859776.47,343976751.6,206559339.8,212201055,307880235.5,141827469.5,90168980.69,177990788.6,169349673.6,80143574.35,125802806.9,65541844.11
8/10/2022,6272559522,6009466653,3045775295,794781870.9,840659005.6,182880738,80625860.31,355688168.4,214021435.4,199473232.8,314089884.1,148269536.8,95449122.18,164216911.4,160878923,85822101.9,123454044.3,66975720.51
8/11/2022,6293617504,5968266407,3019484567,794764284.2,846808920.4,179349160.9,79093096.55,353634648.3,213769109.4,214789310.2,314159090.9,144201954.2,85056428.09,180806107,171867309.3,86935427.91,127548468.2,66443433.11
8/12/2022,6412317914,5870978890,3038211897,833536652,892234014.7,182627683,73304369.41,356864766,219689726.3,211228791.7,317911789.1,146156134.4,88472251.38,174823689.8,170724826.7,90657085.58,126155014.5,67263204.55
8/13/2022,6332193974,5818448690,3026287946,830428129.1,898250997.4,181870975.6,73763458.04,364139493.4,216133734.3,216152235.2,315921004.6,144022889.8,90651760.91,177970449.1,174798483.7,90648004.54,128631517.5,66629291.61
8/14/2022,6266764702,5670328630,2981761612,811034328.7,875156242.1,176244033.7,73824143.96,360099207.9,208770303,216264027.8,310614892.9,140041379.1,90385065.91,176185719.2,173583317.6,88503137.97,129924291.3,65734666.33
8/15/2022,6195254013,5597801592,2979132889,797953690.7,867563440.9,172044138.3,73336964.06,348437050.9,207527707.5,212810203.7,305570691.4,135818633.8,88893855.09,171099178.2,170874797.7,87161411.43,128095536.9,65270211.9
8/16/2022,6164835952,5556400177,2961688752,789020208.5,859610552.2,171074720.9,73047735.62,342692931.6,203901528.7,209626717.8,297194000.1,134667974.2,88424559.3,164716994.8,166178806.8,85935812.45,127517983.4,64780845.41
8/17/2022,6156694258,5495591875,2899386234,774247914,841979345.3,162090611.8,72564784.64,333689246,195577483.9,212074537,291897338.7,129716104.8,88171759.88,166560025,163934148.5,83572582.63,128712443.9,63284031.59
8/18/2022,6216128125,5471780404,2860569735,757232720.1,852338366.2,157602637.1,70415455.61,329300251.7,190375214.7,213824295.8,290857605,126299389,85429858.31,158442727.5,157762124.2,82664872.57,126966365.7,62777373.92
8/19/2022,5972086495,5149011146,2746934650,681818492.8,771140859.6,141755668.2,71541918.88,307575488.3,180001115.2,209736302.1,274325251.7,119393337.4,82589603.41,149109474.7,150069365.8,72564970.95,125564923.8,59207335.98
8/20/2022,5873193194,5077012861,2771192812,675384568.4,762486139.3,141944817.7,69515509.07,300496141.3,180104712.8,199467867.3,271800231.5,119035508.2,80119325.16,146607424,137384854.7,70557394.36,119505351.5,59255216
8/21/2022,5911276295,5155734839,2859001082,690856654.1,787145250.9,145733055.3,69765187.53,312760524.5,183660225.3,193705177.4,279868705.5,120852699.6,78956826.23,146571188.1,135967925.5,73708240.15,117666074.6,61588923.76
8/22/2022,5938034514,5002931744,2855484991,691787385,786451557.1,145350542.8,70419666.57,306676234.3,180308824.3,197233524.2,275793718.5,120239794.8,81434035.31,152127528.3,138884323.8,72963139.21,117987952,61193101.52
8/23/2022,5962846234,5045303911,2857269017,705802075.3,812799511.5,146891427.8,71505092.54,311679744.6,185114027.8,200043890,277858550.7,122349664,91241863.1,150241374.9,137592443.9,76017272.67,118033991.4,61699138.3
8/24/2022,5928307841,5018139428,2839334390,699028743.8,819533595,143977741.5,71363030.19,311354888.8,182543854.5,209407862.8,275896207,120036169.9,90556082.37,148289448.8,138870682.2,75246633.96,119612961.9,61175389.19
8/25/2022,5958628586,5093546743,2866493367,710922499.8,839889055.2,144794059.2,71937895,312971304.3,181398186.7,218092790.1,284854337.5,121051432,89673098.98,154151915.9,141168440,76238512.8,121777815.4,62092129.69
8/26/2022,5736061429,4874497135,2756210322,641499996.8,784204548.7,133530104.9,62109940.8,293315843.2,167119620.3,221362470.7,269793316.3,114093572.4,88107739.06,158367832.8,140812704.7,69087939.91,122939140.9,58290100.65
8/27/2022,5710186622,4857458634,2745833978,633171085.1,785798979.2,134705927.6,61823792.01,296502572.5,164429204.8,204866154.1,268508919,112409562.7,85874234.79,144065558,129766834.4,68766823.65,118283761.8,58231005.56
8/28/2022,5638981814,4745142099,2740526055,612812186.7,763863887.3,129008492.7,62026151.42,290437361.1,155959143.6,200860809.6,265356217.1,113008325.2,85379308.84,143862083.5,128824769.4,66181489.07,117251953,57400832.73
8/29/2022,5773512642,4987645211,2793553431,651531843.4,877419616.1,136738958.5,41185381.96,300025721.3,154504198.9,191126601.2,272358425.9,118533628.4,85774302.07,139249136,124258179.8,69885169.75,115984715,58902680.49
8/30/2022,5794663714,4962181849,2746487341,635770519.4,877516091.5,133548085.3,61318519.84,296225377.8,148454429.1,206189508,268756099.2,114175820.3,86345112.5,147885187.5,129982225.1,68715497.66,119255815.8,58077623.72
8/31/2022,5824802190,4954705459,2735351287,642221510.4,895832090.5,135242841.6,62238371.62,283883724.2,148981626.4,207102905.3,269659534.7,116346746,86297774.07,153555304.9,128872954.7,69858240,118648051.7,57700153.92
9/1/2022,5870915076,5045408416,2720830267,651882323.1,916637148,137471350.7,62295620.82,286211559.7,150365410.3,205659495.6,269108817,116303506.7,87016723.15,145182632.2,128756778,71013685.93,117902781.7,57976283.55
9/2/2022,5833905301,5027407599,2726400943,649928304.2,897770016.8,136123407.5,62314595.9,282754890.8,148425493.3,215494116.2,268074975.7,114291267.6,88257328.48,147110241.2,129195240.6,70621852.28,113292592.5,57779292.56
9/3/2022,5765721310,5025259620,2725702977,641436304.4,886232043.7,135597627.7,62639104.49,282857420.1,148093797.3,218083708.6,268753255.7,114733074,88063760.52,145461174.7,129210970.1,69020252.96,113292592.5,57827749.07
9/4/2022,5793190039,4958413179,2714264017,646329889,900186025.5,137268955.2,62033709.63,282383636.6,148636828.2,213145104.5,270430497.7,116312167.8,88019495.71,142728678.3,127657663.4,69132690.79,109056396.7,58016107.63
9/5/2022,5818357241,4933398388,2691052072,659441468.2,861660510.8,140482775.3,62299374.73,281201923.7,149522998.2,218795117.4,264443810.6,116105927.5,88124743.96,144872208.2,128756541.6,66760374.24,109273203.8,58408734.58
9/6/2022,5672295582,4767611747,2603032561,630546381.5,830090266.7,131536367.5,62280767.5,269528962.9,144765334.5,217395973.3,255656781.4,109249942.4,88346335.88,145361555.2,129976585.1,60350724.23,110770702.8,56065614.39
9/7/2022,5592783420,4789865382,2657504466,643578836.4,855963116.3,137679290.9,61704093.48,264953180.4,149144055.6,204769835.3,263610656.9,112199604.5,87678205.96,136078228.4,120855479.8,61996468.07,107704689.7,57885340.8
9/8/2022,5547628241,4808240425,2671881363,645398897.5,861906726.8,138262793.7,62991978,265536954.3,150625051.6,215562687.4,268976936,111765785.6,89213860.18,142641054.6,123688771.4,61774306.96,111090031.2,56946608.55
9/9/2022,5623438415,4905940887,2738273776,662721260.9,933950122.7,144548363.1,62681469.68,274797423.6,156154521,231508270.3,276578613.1,117225744,90125120.06,149331315.6,124863197.4,65737914.62,111157469.9,58598896.19
9/10/2022,5668369323,4965319575,2773800551,676401126.8,957000246.9,145335948,62817669.67,273560549.9,156704920.5,251903021.4,282650421.4,117648543.8,91813732.98,149549101.1,132745471.1,67151625.63,115227914.1,59144685.64
9/11/2022,5632888954,4768462033,2770349067,668900840.4,951397316.5,144223857.7,62051328.1,271148947.9,157063991.2,249629492.1,280273677.4,117315708.5,92974646.38,150596478.5,134503032.2,66199328.29,116795629.9,57770314.1
9/12/2022,5571875966,4797492443,2750968974,650346004.1,916595672,141060179.7,62030833.6,263937464.4,156929772.2,247128608,279668915.5,115162755.6,88839943.12,145405684.7,131881604.7,60529888.64,116475013.1,57791516.61
9/13/2022,5356981271,4561767965,2644161979,601994298.5,807045174.5,132124008.7,61876601.04,240908521.9,145445755.9,250125307,266900246.6,109917340.6,91759039.91,142588331.4,130092823.3,50984937.93,114200594.8,54878474.01
9/14/2022,5222130534,4487685811,2627258847,559008613.7,740252192.1,137056681,61380930.29,240249008.6,144208983.3,232334471.1,243150323.3,109583967.5,85438770.06,137612616.1,118834144.6,46297652.48,104467351.4,54558553
9/15/2022,4833742572,4407947272,2595057218,545734443.5,725153460.2,129887855.9,60733347.13,228670898,139304078,231866949.9,260513703.4,107918793.4,86121140.22,138115698.3,119512159.8,47660173.24,104768012.2,53160895.66
9/16/2022,4911446955,4425981145,2627445253,546434739.5,773854395.4,129517772.3,62180896.98,228940236.7,142200984.1,244307582.5,273225661.1,108061026.3,85281310.12,136532315.8,115744376.8,47153367.03,101368977.2,53461326.05
9/17/2022,5090312762,4501802516,2662701025,564220832.5,789086166.4,131843317.8,63206915.52,233955210.2,146260417.3,256289755.3,275517314.9,109608839.2,85903034.83,140451818.1,116171022.8,60480456.07,102727310.5,53987336.12
9/18/2022,5016140179,4340301176,2598038482,521672711,749767064.8,121825161.2,65243186.78,225522447.8,138007717.4,253669453,264842214.6,103358114.3,87877648.64,143331397.3,117158499.6,55554284.83,103847369.2,52165797.61
9/19/2022,5150343311,4430719737,2635561967,537623813.6,735130695,122979076.8,65198516.39,228492283.7,141306602.2,245481686.4,266903176.8,103049263.2,84564015.15,134480207.9,112037322.6,58398655.7,101128215.7,52966504.04
9/20/2022,5081092863,4383914195,2606859493,515457124.6,707838880.8,117479065.9,63817716.91,221900348,138761184.4,245711775.2,263650332.5,102951668.7,84951090.48,135412650.2,111659838.9,56382557.54,101316090.3,51263174.72
9/21/2022,5402698846,4241576067,2590251337,493843509.5,717721456.1,114370312.8,64254795.95,215659199.1,137446594.9,227066786,262156062.5,101327067.3,84906195.6,134894699.3,108703835.4,53874605.5,100003538.7,49900991.78
9/22/2022,5463271811,4445701906,2660026697,516916543.5,770278613.8,120138430.3,64282884.46,224728723.2,142951392.2,220100913.6,268748851.6,104245693.3,82347442,130195102.8,104861778.2,56878275.79,97929042.67,50705516.16
9/23/2022,5484716862,4484038725,2662185285,515889645.4,782872951.5,121355320.4,63492487.64,231711344.8,141860420.1,232920618.6,277358214.1,104854625.6,84869636.33,134936329.2,108813722.8,57471252.78,100182932.4,51314555.28
9/24/2022,5497001389,4484934969,2646730055,506133042.6,780504746.1,120729211.8,65533147.37,233556425.4,139561153.2,224659709.4,276131535,103802514.7,86343624.81,135125476.3,108685696.8,56484989.04,99967309.88,52756525.09
9/25/2022,5507513702,4448386173,2643164167,499492033.3,775119139,119752885.5,65832774.84,231600085.6,137873533,221651147.4,271847317.2,102927323.1,85228510.13,135653354.7,108510014.9,55817797.81,99663664.09,51843094.89
9/26/2022,5582108841,4530832710,2654939997,509943227.5,770676552.3,120958047.1,66244455.77,237407690.4,138727742.9,224396675.3,278716366.6,103626205.6,84118253.94,130425032.3,106524134.8,57884525.14,99328774.03,51983583.65
9/27/2022,5771972421,4540603082,2638748604,501333301.1,813997975,120730811.3,66214988.87,235606448.3,136910832.9,220616941.4,278579993.9,102641751.8,85488408.09,131434240.3,108609142.2,58045711.26,100445518.1,51500212.58
9/28/2022,5865696585,4554421092,2670970254,504246557.7,816024060.2,120665267.4,66300739.99,235863740.8,136793542.6,219563497.1,283439378.1,103409641.5,84646598.62,131919482.2,107118857,58680900.51,101330789.6,52201061.12
9/29/2022,5882890900,4587159197,2690256577,504816626.3,840416035.4,119401046.2,67138420.61,238256004.4,136829133.4,212181472.3,276282652.1,102365335.5,85012469.9,133148044.1,105604506.5,58156763.01,100229801.4,52277645.42
9/30/2022,5889285092,4569008444,2685099420,499425536.3,871262828.6,117088187.2,64964841.83,238987462.7,135627935.8,210071461.2,279856446.2,101417156.7,85936694.36,134664483.7,106269093.4,58475421.07,98547763.5,51904616.8
10/1/2022,5828064862,4544255915,2668414464,493753289.3,853566602.6,116451063.7,65299634.83,236974094.3,134659083.1,211987067,278686422.5,100799888.3,84945187.06,133630108.5,105887033,57180537.38,95659583.04,51445331.78
10/2/2022,5820635163,4460091677,2669279398,484295411.1,851297918.3,114159033.5,65366372.15,235069849.6,131755228.1,209227736.5,280597377.6,99097721.16,84363346.08,135073403.6,104285822.7,56263543.87,94208994.35,51315480.74
10/3/2022,5895096613,4520291731,2698050816,498189399.5,864704960.5,116340239.4,66184381.28,240587376.9,135030905.3,203470322.1,284096812.8,100474161.3,83694087.65,136403034.6,102379380.3,57860127.19,92355239.45,51442838.11
10/4/2022,5954026501,4579919326,2746852050,508766624.5,884248700.4,119413643.1,66358579.46,243962298.8,136177317.5,211816216.4,293184651.9,100945499.7,83335508.08,146440987.2,106710506.2,58674872.51,94716396.36,52568423.86
