Date,Uniswap ($),1inch ($),Curve ($),SushiSwap ($),0x ($),DODO ($),Trader Joe ($),PancakeSwap ($),Balancer ($),QuickSwap ($),ParaSwap ($),CoW Protocol ($),KyberSwap ($),Osmosis ($),Maverick Protocol ($),Camelot ($),Thena ($),Uniswap Labs ($),Ramses Exchange ($),Lighter ($)
3/27/2022,1404784868,368921276.3,276193541.3,154074164.9,163754931,142658079.3,90772783.77,0,42375196.14,32983824.39,41194070.77,45627476.57,9113985.56,58675177,0,0,0,0,0,0
3/28/2022,2126180559,664441498.2,323455243.9,219741270.3,280672942.6,227725574.3,169965256.8,0,85698608.8,46564492.84,63325260.18,44460998.19,20277239.28,105333800,0,0,0,0,0,0
3/29/2022,2168674007,572016537.2,316633748.4,236078680.6,287292125.6,181218645.6,149898751.3,0,97537260.48,49860550.61,51808150.19,67316980.91,18345094.92,118534308,0,0,0,0,0,0
3/30/2022,1886493345,454936993,449593819.7,190814635.8,241206407.1,222635554.6,188786440.6,0,85734838.4,52014121.48,61104027.58,58198159.34,17324437.56,88499704,0,0,0,0,0,0
3/31/2022,1976236651,539725388.7,594616521.7,191936319.5,264295005.8,204276604.8,215779522.8,0,66664892.52,55967634.96,53672518.14,37206901.83,17720589.82,121195351,0,0,0,0,0,0
4/1/2022,2165091428,595830384.1,389653730.3,225133664.8,220149417,281107416.7,173550671.9,0,82721830.16,53243629.51,54670714.11,37035023.58,15489606.69,78093261,0,0,0,0,0,0
4/2/2022,1999713746,496101008.9,356069070.2,253646485.4,328215955.4,247270467.6,156796409.2,0,58926623.45,44136700.82,44516534.02,171239557.6,17924649.25,131526122,0,0,0,0,0,0
4/3/2022,1565408322,399762054.3,263078345.2,192964391.1,162183193.1,201332029.4,123901600.2,0,37379384.69,36292093.07,39298251.99,33048302.24,12539220.98,99594561,0,0,0,0,0,0
4/4/2022,1999571626,464732117.9,356803456.8,200670975.4,198000088.3,202564272.5,126265373.7,0,49381343.83,42314753,44455258.88,51165642.57,13229565.79,85238217,0,0,0,0,0,0
4/5/2022,1805965649,447945014,248071748.4,177799068.1,191095221.2,218714294.1,130762191.5,0,58700277.85,35333858.44,37683191.38,42554545.39,11189265.59,81371525,0,0,0,0,0,0
4/6/2022,2760381790,639187881.7,299318966.6,274171905.3,260369948.8,244795142.9,173980026.7,0,140369033,50999978.01,58601620.14,48844443.62,24047919.01,99526976,0,0,0,0,0,0
4/7/2022,1939367130,535283828.7,409790284.5,161767566.2,177177671.8,252033986.5,156403282,0,165104149.4,50039814.8,43878614.63,39100249.86,14376487.9,84418286,0,0,0,0,0,0
4/8/2022,2182696286,594771965,394362726.2,168822861.2,184447363.5,237582866,160432331.1,0,214051661.5,33388781.02,46881139.83,79387573.73,20061382.16,103221461,0,0,0,0,0,0
4/9/2022,1181031909,305821613.7,252049520.3,119993081.3,102460935.4,222789433.2,89345302.4,0,63782233.16,26689077.68,38851931.13,46906931.71,16251130.04,68527044,0,0,0,0,0,0
4/10/2022,1077818552,335857332.3,207626878.9,109475013.6,124440121.9,200760793.7,72711324.18,0,58981360.02,27741335.54,44635392.53,54006279.99,11927921.07,50453513,0,0,0,0,0,0
4/11/2022,2924855869,673339768,507378408.8,174367887,240555411.3,233691713.6,145292733.2,0,187584870.6,46158413.06,50201946.4,47360010.36,22343815.06,80571753,0,0,0,0,0,0
4/12/2022,2309534629,479842492.2,454031058.8,160499652.7,201478945.9,356187941.7,103866181.5,0,134779101.2,48592636.18,60097320.69,38613448.15,18520728.28,72890285,0,0,0,0,0,0
4/13/2022,1869463068,536812027,363441713.9,146877893,182069281.1,283727998.3,103659052.4,0,105563954.4,40032776.6,41909685.04,66861553,14002067.16,46287010,0,0,0,0,0,0
4/14/2022,1563134127,429356663.2,321444048.1,121939084.5,146869989.2,243483491.6,89521146.57,0,87968045.01,38611505.06,41788516.66,41249228.78,20340503.94,56675355,0,0,0,0,0,0
4/15/2022,1164483542,316856339.1,601222155.9,91074571.17,89768612.49,245620439.7,74313654.22,0,70246191.26,31311376.65,30670070.67,26446458.31,13101995.24,45588751,0,0,0,0,0,0
4/16/2022,647338211.4,308069247.1,219624451.5,65789051.14,66667889.27,148392373.9,108628006.4,0,48959940.4,32855115.51,24359708.61,20951674.31,10981598.51,34788474,0,0,0,0,0,0
4/17/2022,1351972947,358852393.1,268714452.5,74671433.48,166245214.1,135333420,81870052.78,0,62045710.07,33751706.7,43261936.35,24695521.89,13353554.54,45337460,0,0,0,0,0,0
4/18/2022,1732210698,515309338.8,258048975.4,129063394.9,151076037.9,228582918.2,98317641.95,0,90726452.19,46832014.12,42557386.7,29994615.69,18259034.99,58152142,0,0,0,0,0,0
4/19/2022,1489464083,428877869.4,154815537.1,137962130.4,166170966.7,254882884.4,103482576.3,0,96203879.5,38556063.35,39128217.44,38528143.94,13104825.19,64366485,0,0,0,0,0,0
4/20/2022,1898628165,511182168.2,231382782.2,158465617.5,198913690.7,228134420.4,95935793.68,0,109443833.2,33197049.57,68712257.56,41925612.06,27267953.53,55386749,0,0,0,0,0,0
4/21/2022,1808976820,511463147.6,277105198,162176689.7,187276085.7,205131308.5,82676591.24,0,120462360.6,30209977.21,54039430.5,29615189.01,22839969.23,60901351,0,0,0,0,0,0
4/22/2022,1441927199,484983269.5,246506760.8,120286174.3,151725461.3,159563456.1,75530247.21,0,97799101.83,40573002.52,62073044.98,34945613.67,18117481.35,73570275,0,0,0,0,0,0
4/23/2022,848040329.1,238096420.3,91591488.12,60915688.4,98114029.82,120938138.1,63696926.57,0,41792790.15,21159046.92,37263097.6,26673808.02,13901341.14,28405586,0,0,0,0,0,0
4/24/2022,879642234.5,202083292.7,118520206,68495990.78,82646874.4,156450581.8,50616321.22,0,34564371.94,22866145.55,27702861.61,17879428.68,11572493.23,46474332,0,0,0,0,0,0
4/25/2022,1855620737,448842089.9,319971362.9,142145771,172110149,206775336.6,103830064,0,110671834.6,47832170.64,65162200.78,62685443.25,23204295.34,72279449,0,0,0,0,0,0
4/26/2022,1697573280,426442331.8,217137322.5,117860346.2,172214937.9,166890041.9,76445191.32,0,79061707.81,29684587.49,49136778.25,32357420.3,21479368.91,59667970,0,0,0,0,0,0
4/27/2022,1468086307,424980843.6,358903910.4,125116726.8,107058211.6,176556798.5,76608303.4,0,94961418.88,30711115.19,40106141.38,48611381.48,20599241.07,60115990,0,0,0,0,0,0
4/28/2022,2061768353,495758408.3,419185197.2,123450573.4,230871583.6,148709287.4,81015944.87,0,114503854,39257374.21,74711097.67,92534440.42,21921522.97,47558932,0,0,0,0,0,0
4/29/2022,2038507297,584944134.1,254116305.4,122365630.9,213686210.8,186502381.6,77125406.76,0,123571650.2,45918293.36,56432064.52,46572785.65,17078187.84,51406070,0,0,0,0,0,0
4/30/2022,2177591118,575360196.2,397292079.6,144656682.7,255703810,210103740.2,93168216.35,0,106527886,40945770.38,93081810.57,109219384.2,15903566.94,50949726,0,0,0,0,0,0
5/1/2022,1892787889,471637600,269416638.2,120748499.9,275982613.9,188280343,104284438.6,0,70714661.26,42651907.71,56571104.73,50053974.69,18211045.4,60884079,0,0,0,0,0,0
5/2/2022,1787830128,460908020.3,384259158.1,110287040,197777983.1,157431847.7,112891346.8,0,57867539.41,33137800.59,35284376.72,28913711.2,17551508.8,49510217,0,0,0,0,0,0
5/3/2022,1625355097,327462515.6,268745094.8,98256064.77,136422556.2,131855120.1,92912731.28,0,62825732.86,30142634.17,59772314.53,35730100.32,12064535.82,44860020,0,0,0,0,0,0
5/4/2022,2044507883,497623467.1,260304018.8,143735375.7,222780254,134865071.2,97914618.71,0,92080774.02,40048316.66,57082451.97,40201204.19,17407717.16,67283143,0,0,0,0,0,0
5/5/2022,2210186728,544015048.4,253088053.1,136124515.1,178426876.3,246673734.7,108135027,0,106450395.5,35518097.73,69652943.37,53297174.19,16524112.32,66323562,0,0,0,0,0,0
5/6/2022,2493517084,692003227.3,430388265.8,133526281.4,278410146.2,296347078.5,94266688,0,153272512.4,31221743.66,75167259.28,64207040.3,16129374.06,41131283,0,0,0,0,0,0
5/7/2022,1321415442,496795747.5,394663217.4,77608236.4,176912869.4,163025214.8,58612361.68,0,107293251.2,46357709.45,62221697.58,77954422.57,8942544.7,72644012,0,0,0,0,0,0
5/8/2022,2279428284,770952305.3,1476919901,108971618.3,260548987.2,220386235.8,90904048.56,0,216358989.7,47675434.54,117770763.2,50743207.33,13834950.96,78863020,0,0,0,0,0,0
5/9/2022,3918678681,1488001771,1727779055,296846339.2,492644422.3,247467394.6,198551311.2,0,396832122.2,122289327.2,154364545.4,56023035.06,27989025.96,161043418,0,0,0,0,0,0
5/10/2022,3709890464,1372888858,867066777.1,253793272.6,413786143.7,230177885.7,269328477.5,0,342784193.1,85719253.08,123262753.3,91139887.89,32131903.17,309834927,0,0,0,0,0,0
5/11/2022,5652715758,2101615353,2386449919,506320891.5,607549140.5,248606911.1,480943755.5,0,779342841.5,170492104.4,215219968.5,111703457.4,52258539.7,500009228,0,0,0,0,0,0
5/12/2022,6149886563,3042952689,3753972426,577164130.2,874313082.7,213374209,490727207.1,0,743346881.3,218729133.7,373171739.4,149332777.3,107406796.5,259861010,0,0,0,0,0,0
5/13/2022,2819501963,929439852.5,1229957505,212409442.1,348354689.1,167840797.6,185188220.4,0,310379578.5,77568339.45,205245872,64461200.42,30332634.8,59069352,0,0,0,0,0,0
5/14/2022,1695780331,670594185.5,801204396.2,113286921.9,167685140.3,165949844.1,94494064.74,0,149494267.7,37178176.38,60228954.77,75064372.91,14155528.68,46625643,0,0,0,0,0,0
5/15/2022,1349828395,386486540.2,764451053.2,104044209.9,137968751,129640435,75904929.37,0,93545309.01,29380444.09,103331029.7,61346796.01,10621054.46,39702402,0,0,0,0,0,0
5/16/2022,2252053731,423068770.1,422900123.9,95567309.9,157109396.7,136678867.4,77202135.39,0,67775982,30073103.76,40622285.43,19133302.58,10887877.32,34682502,0,0,0,0,0,0
5/17/2022,1466129603,515822075.1,391982322.3,82915225.06,109190164,136869645,73981055.14,0,123960422.9,22028119.73,51007243.73,20763930.33,13238900.01,20249206,0,0,0,0,0,0
5/18/2022,1607099810,508782663.5,305425232.7,85431222.16,153867851,129085487.1,70815224.37,0,114167220.5,25874456.54,44526954.43,35303798.68,13379220.17,18259544,0,0,0,0,0,0
5/19/2022,1975735419,594223616.8,545623166.9,104700765.2,163042062.6,143727030.3,84566504.88,0,131140053.4,27780896.55,51426287.04,62157034.89,20239925.63,15885694,0,0,0,0,0,0
5/20/2022,1499913581,593768636.8,669181069.6,64846718.96,116068962.9,113702429.1,72878683.88,0,119000493.2,25478867.79,69634934.91,18724222.83,13455091.06,33673315,0,0,0,0,0,0
5/21/2022,777363140.2,218052012.1,575621190.5,49873103.76,104632659.6,69050034.86,34158660.34,0,65294368.93,18756549.97,22755274.92,22154048.06,5985535.24,16066704,0,0,0,0,0,0
5/22/2022,895067181.2,199936759,160907071.9,51523680.81,71900655.57,62230571.6,48298978.83,0,29190235.09,18206835.24,27842676.51,10995479.96,4850500.39,19512965,0,0,0,0,0,0
5/23/2022,1470671410,406103915.4,296107935.7,72641967.09,133089308.2,86060654.66,63418718.6,0,54811754.51,22411806.87,47004777.47,20258073.56,8281332.98,26544210,0,0,0,0,0,0
5/24/2022,1160477633,402229947.8,203705627.5,57635451.32,102744365.5,81089340.31,44690049.15,0,42685719.6,20690650.22,40284356.27,17110813.47,7697888.28,21736114,0,0,0,0,0,0
5/25/2022,1288033399,364659624.8,338345928.1,64839169.7,76019930.11,137895025.5,36817154.52,0,37304071.59,22153236,22507668.44,14660565.46,7208812.42,20680605,0,0,0,0,0,0
5/26/2022,2432755149,484390132.5,423448139.2,99304603.9,216694808.1,163649249.6,77270131.59,0,79808362.38,36307356.56,40814150.02,32586349.32,12003687.13,32447690,0,0,0,0,0,0
5/27/2022,2011409367,396292677.2,437332226.7,94566020.05,143231852.1,179551506.4,96880649.33,0,85094275.19,34260555.38,48287304.39,35105223.9,7128850.67,26160533,0,0,0,0,0,0
5/28/2022,1166381995,266086073.7,225405550.9,44624759.54,71343560.45,154258269.9,54632670.3,0,47272017.76,15225078.7,26838102.92,12049033.38,4975815.62,15275169,0,0,0,0,0,0
5/29/2022,687297213.4,153464024.8,107480785.6,32730328.28,59507550.48,135783703.9,46503786.58,0,29047248.48,11290165.54,14052997.18,8836764.3,3981980.68,14477800,0,0,0,0,0,0
5/30/2022,1801225115,626966122.6,340897388.9,72061950.28,105546725.2,166657573.3,67110877.74,0,84934098.04,23254718.62,39525230.81,27633633.06,10081671.73,22488103,0,0,0,0,0,0
5/31/2022,1431106964,291674002.8,202162269.1,61627087.72,98510833.88,142176153,57597407.36,0,55493781.13,24024120.12,33423460.84,17907363.71,9251097.08,20453680,0,0,0,0,0,0
6/1/2022,1700171293,333674096.5,247349849.9,60116529.69,100579790.8,172147571.3,56025667,0,91330695.48,24674540.37,46150932.87,22693802.21,9062987.37,26726038,0,0,0,0,0,0
6/2/2022,1359606677,326184592.1,279642491.3,43739713.85,58296845.01,166299865.1,41991949.43,0,60579029.91,17038368.09,27967691.63,12492015.22,6770753.25,17386668,0,0,0,0,0,0
6/3/2022,1126205854,275785936.3,188012200.9,43116767.71,66350874.15,156706723,30013756.32,0,53744710.32,13838854.46,27279231.51,22955700.1,3761799.76,19214566,0,0,0,0,0,0
6/4/2022,810652197,235825704.2,256866786.4,30561549.16,45420285.56,146144725.4,23464794.62,0,14144870.82,9716274.46,16564556.72,25410201.2,3062601.65,11020250,0,0,0,0,0,0
6/5/2022,774788113.3,296514391.6,249596200,25130757.31,56115559.81,146441986.9,27093937.54,0,19843236.74,9990924.84,17050339.91,13316804.63,3238826.28,12046314,0,0,0,0,0,0
6/6/2022,1207108293,198068033.9,181338926.5,41867837.81,70705256.3,119643867.4,46027377.67,0,38087385.92,17182092.83,24552544.94,12050111.44,5543904.17,22193421,0,0,0,0,0,0
6/7/2022,1853084563,548480670.3,551023654.9,67823915.42,105664947.6,199303727.5,56911122.67,0,50166167.01,21420076.2,34656227.18,30150661.53,7097039.2,17257218,0,0,0,0,0,0
6/8/2022,1441209884,430329118.3,544629583,51311450.19,79003739.57,159729553.8,30562382.29,0,47707553.54,16155339.25,20162317.38,91117819.47,9082327.45,7339746,0,0,0,0,0,0
6/9/2022,885900964,254415836.4,273756015.1,35089627.35,49900851.55,136046763.2,24764053.71,0,82591087.32,18261729.41,21875794.32,21110235.8,5635776.01,0,0,0,0,0,0,0
6/10/2022,1602058217,660719359.5,664603014.9,59951009.05,123912751.4,187600834.4,39982832.94,0,82010184.95,26280675.91,61413732.76,32908194.69,4227882.42,0,0,0,0,0,0,0
6/11/2022,1734297389,721548985.2,509361698.9,77149596.14,133880922.6,154341411.5,47700062.84,0,83531071.75,37722733.92,62449663.54,40673806.84,7181409.34,0,0,0,0,0,0,0
6/12/2022,1955493023,422084186,424500464.1,84301895.35,127705004.5,107299997.5,68622662.06,0,87738175.04,32010613,43045897.23,46777705.56,6327043.54,15971320,0,0,0,0,0,0
6/13/2022,4475307085,1603624816,1787947688,287993313.8,390278898.3,219097672.4,191867586.2,0,244016985.2,116492873.6,106618608.6,137621970.9,16635764.14,34267179,0,0,0,0,0,0
6/14/2022,3258764370,1033213325,1362769439,147304624.7,320323354,169271089.7,82068510.79,0,248420989,66762135.87,77793129.27,102550098.5,8639180.3,19995803,0,0,0,0,0,0
6/15/2022,3731928388,1046699895,1192321234,145339150,283348903.8,185386630.2,89613475.22,0,196550755.1,77027443.97,85649618.01,119746472.9,7683587.26,23107653,0,0,0,0,0,0
6/16/2022,1851112691,709863285.5,1110416672,68458652.96,156756174.6,172701765.5,46624804.29,0,144192092.5,74549303.59,81999251.72,108568934.9,5095979.67,12138291,0,0,0,0,0,0
6/17/2022,1552081439,653635260.2,761988817.5,51969191.03,93563731.58,152183642.6,24478245.82,0,111021524.4,21440273.46,31174809.37,37979905.28,2248043.43,11662817,0,0,0,0,0,0
6/18/2022,2217328800,709888671.7,888816318.3,109130470.5,232072514.2,121731662.8,65014585.75,0,101052667.2,68598852.04,72907727.51,76984697.09,5631653.63,13444038,0,0,0,0,0,0
6/19/2022,2119257758,706596138.6,1033427570,69857359.57,130982178.9,109752631,39860025.78,0,87626997.24,28918277.46,31358489.18,44767094.52,4196267.92,10148174,0,0,0,0,0,0
6/20/2022,1811159480,570375028.2,744416852.8,63388368.3,142475997.7,105940675.7,38851645.72,0,127425281.2,30182610.21,28400516.62,38700057,2332374.33,10399911,0,0,0,0,0,0
6/21/2022,1462617199,432183016.5,653659583.3,55121415.39,86834961.29,166779081,29701493.15,0,80275586.51,27160134.17,24256760.57,34149821.75,2163103.63,11327513,0,0,0,0,0,0
6/22/2022,1264296402,299413445.5,472296998.8,40975126.11,84243165.5,130110965.3,27691680.48,0,48130793.21,22157067.69,24358083.28,22788456.84,1396088.26,11316158,0,0,0,0,0,0
6/23/2022,1341169238,515304715.4,585441292.8,38268836.75,61436022.94,113773318.8,32541524.08,0,91170569.36,30763534.8,20238647.06,38639889.68,1501384.85,12508278,0,0,0,0,0,0
6/24/2022,1299152558,505475137.3,648590234.7,57908873.98,91286385.51,133605028.3,46457348.97,0,156756952.1,32498291.31,26591338.26,22847811.62,1895177.84,10447542,0,0,0,0,0,0
6/25/2022,814740860.9,286197414.4,354188569.4,44496019.21,43448357.07,95132226.18,35417182.5,0,25721377.72,21668226.86,16282409.83,11296495.22,1789131.26,9179816,0,0,0,0,0,0
6/26/2022,816056253,357357715.9,338329586.4,39961883.76,62131558.39,110507881.8,23406215.68,0,37773644.95,19246498.81,23253002.95,82918676.07,1675697.24,12007894,0,0,0,0,0,0
6/27/2022,802318485.8,323837237.4,305826095.6,29901310,56396034.91,145941022.5,26541744.7,0,25582808.76,18350580.04,19772552.12,17282734.04,1374120.75,10666139,0,0,0,0,0,0
6/28/2022,990883321.2,496412948.2,421587536.9,36129871.67,61415807.78,114620438.7,27753307.73,0,51961352.84,19657541.49,46520478.64,116545433.8,3645475.35,11970844,0,0,0,0,0,0
6/29/2022,1213250549,580910501.3,605801284.5,39087795.1,72958834.58,93480976.73,27381666.45,0,72820283.94,23536264.52,29296763.01,37248235.63,1663037.85,13290187,0,0,0,0,0,0
6/30/2022,1378619032,381066340.3,460646851.6,57171164.05,64113725.81,157933250.8,38340389.3,0,59230577.72,31164287.64,53337502.92,25671098.07,1940718.08,13584022,0,0,0,0,0,0
7/1/2022,1475938362,487673682.9,593297601.9,52902745.93,73600892.87,122735462.8,25774137.67,0,42648851.48,22195174.39,21862455.71,23262917.88,1376815.94,14828875,0,0,0,0,0,0
7/2/2022,711322281.4,227743293.7,293303595.8,28713344.83,38462649.66,140317307,15377495.9,0,39355427.32,13588668.13,13705224.32,6355341.89,1470339.19,10014712,0,0,0,0,0,0
7/3/2022,664443002.2,164028477.3,191920134,29662631.78,33288540.34,94673265.57,22623394.15,0,20677699.01,14264761.68,13478828.73,6073511.44,1326412.27,8350402,0,0,0,0,0,0
7/4/2022,1054409039,511332631.2,415119354.4,32588940,55424480.24,103963784.3,22323571.14,0,77152899.58,15937672.52,18976813.02,17629170.85,1214252.45,8961572,0,0,0,0,0,0
7/5/2022,1283810014,387105178.5,415600025.3,35318831.67,66250658.01,123459449.1,24132087.13,0,97006425.39,22721801.89,25151211.17,16294362.84,1937409.72,15501771,0,0,0,0,0,0
7/6/2022,1320401401,327113613.4,468159799.3,31968769.79,74531959.87,108285412.4,28631129.07,0,60470603.56,20896511.92,40888718.56,40793830.06,3688063.04,15042988,0,0,0,0,0,0
7/7/2022,1074596409,419137911.6,312540797.8,36742629.15,67693064.8,122633786.9,25963403.23,0,80987487.82,19356420.24,25270240.95,21770181.54,1415372.04,9857663,0,0,0,0,0,0
7/8/2022,1341737201,582173767.8,315926745.6,36130668.48,55725264.36,132687643.4,25021129.51,0,37378915.88,24343495.17,18393199.59,17891749.32,1385950.66,10960653,0,0,0,0,0,0
7/9/2022,631448828.7,116269806,166167657.5,22460826.86,32474804.04,83451392.97,14194414.64,0,15275605.57,14793711.23,12881328.2,7317310.3,782024.03,6215842,0,0,0,0,0,0
7/10/2022,814980203,176178469.4,165073184.1,25109103.98,39833333.08,100407257.7,12256105.18,0,69475443,13186222.73,15511053.28,23846668.42,610166.84,7016750,0,0,0,0,0,0
7/11/2022,912078640.6,213678790.2,189459653.5,28632669.03,57842406.96,99535525.2,16253923.82,0,26237807.92,19717819.08,20147289.71,14815181.97,866777.47,12441063,0,0,0,0,0,0
7/12/2022,978790985.4,349497814.5,325714511.5,28556180.81,56863939.66,178519757.5,25496698.48,0,105027111,17385870.76,22646220.85,20487568,873497.77,11136310,0,0,0,0,0,0
7/13/2022,1298837252,372507754.7,361270098.3,54642746.43,84754594.47,140760056.8,29817106.07,0,47650481.61,25123644.36,27626336.16,25479911.01,1018044.43,9658202,0,0,0,0,0,0
7/14/2022,1167796486,397772794.5,362960280.6,41495155.57,91725474.9,169929936.8,26348636.89,0,97214197,36737430.06,22309263.44,23369299.07,887833.54,12491282,0,0,0,0,0,0
7/15/2022,1421217014,465527748.4,508535355,51557028.1,79940267.02,146542299.4,20438607.47,0,59545872.62,38873913.55,22911408.46,72825480.31,1885004.92,10189521,0,0,0,0,0,0
7/16/2022,1353249039,332879563.7,414603761.8,56575468.33,87850588.25,100836764.1,23073346.22,0,98508940.39,27340020.44,22040404.85,32121637.04,1812659.64,7335580,0,0,0,0,0,0
7/17/2022,1277218275,240124756.7,418736515.9,45878347.74,72378254.73,95249605.18,19432304.47,0,41521900.33,26475824.99,26275542.68,24246304.03,977943.16,9531560,0,0,0,0,0,0
7/18/2022,2039728877,561811561.9,589470288.2,72329174.81,145115749.8,181494607.3,36830858.18,0,94448083.92,65860747,43261464.54,34491993.39,2234482.85,11764205,0,0,0,0,0,0
7/19/2022,2158341145,435677363,700389635.4,71474068.71,122620174.8,256992933.7,42122045.51,0,56302937.14,46267333.66,30489573.24,29839010.34,4831604.12,18048083,0,0,0,0,0,0
7/20/2022,1831192535,378767874.7,567331698.1,59150113.14,107419516,242566110,37084160.09,0,54508358.59,36234928,35755030.54,35712202.04,4399411.77,11774986,0,0,0,0,0,0
7/21/2022,1516817250,330868120,444921784.8,48880793.81,101043939.7,189994394.5,31757113.42,0,52906582.76,32906499.81,33152827.86,75404450.88,1203046.62,14758544,0,0,0,0,0,0
7/22/2022,1274726307,293841817.5,456990469,38835350.1,88629562.22,198653888,21385451.76,0,77536011.19,22201293.94,30400094.38,36582785.74,845700.77,9546298,0,0,0,0,0,0
7/23/2022,1076314763,206595692,320964692.8,36101248.57,52627521.01,152120393.7,17419343.52,0,25902843.35,18744591.36,18252622.88,47155740.74,664518.56,10712569,0,0,0,0,0,0
7/24/2022,1183929111,178124066.4,296880976.5,40926810.72,55264751.34,168243014.5,18426777.22,0,30125145.23,21155891.13,13705418.81,8603669.45,939542.69,8251446,0,0,0,0,0,0
7/25/2022,1457633368,384838334.3,357176636.4,47051920.66,79821151.87,253921249.6,19471941.07,0,43932793.98,29949786.61,33844271.47,32063053.3,1361082.64,9407002,0,0,0,0,0,0
7/26/2022,1436937101,272529766.6,359972449.3,47097374.65,83721724.52,272449999,18743189.27,0,113977672,26207611.98,34806995.83,22418154.69,1047352.33,13030689,0,0,0,0,0,0
7/27/2022,1798302080,427883034.2,469631039.1,56782566.91,147590116.9,256857529.2,25141739.22,0,63011660.8,28095223.7,37147237.3,81887003.34,2072932.67,14258252,0,0,0,0,0,0
7/28/2022,2102552172,470354405.6,595327152.9,124113386.3,195867002,283170928.1,28093906.39,0,67809375.51,38349194.56,48793044,73665194.24,2852782.78,16799881,0,0,0,0,0,0
7/29/2022,1737074412,312193391.9,382583539.2,92069391.82,96377636.14,235605974.3,30814113.99,0,37580840.32,34678476.85,28956814.98,25375899.75,3996783.81,14800590,0,0,0,0,0,0
7/30/2022,1151193052,180892220.3,284970403.1,65373283.54,73272393.99,210506207.5,22184989.09,0,27408543.1,21803439.68,16627788.68,20676152.39,2637458.98,11177631,0,0,0,0,0,0
7/31/2022,1018008356,170658117.8,239414370,41271454.26,56489176.67,140869020.1,17835020.97,0,35050302.39,25534291.03,21787658.47,19833944.05,2578282.2,11053158,0,0,0,0,0,0
8/1/2022,1355724964,249389536.4,332225757.5,51521725.14,79938129.43,185444580.4,19436832.99,0,88028698.43,36190286.2,18244732.98,20574339.36,2186205.67,13557885,0,0,0,0,0,0
8/2/2022,1718720417,299816850.2,397411106.5,58723674.35,102915704.3,173484695,23302143.88,0,46054330.18,21903791.61,22706946.92,24335451.02,3021531.18,19763969,0,0,0,0,0,0
8/3/2022,1154826607,176287384.9,229157872.9,52085185.59,60641303.37,124950793.9,15759932.7,0,29582846.1,17713838.12,22564014.38,19976103.03,2335599.99,11298657,0,0,0,0,0,0
8/4/2022,1116861421,246768414.4,186918680.3,54321622.79,68336973.92,144331021.7,14795011.66,0,41384588.88,19113795.52,29511080.01,22380109.48,1900972.06,11542054,0,0,0,0,0,0
8/5/2022,1409915813,364260689.6,229932137.3,59143072.95,85944074.3,242966894.4,21485604.79,0,53662910.47,16254979.55,26044672.8,17642329.41,6513313.86,11397372,0,0,0,0,0,0
8/6/2022,713404215.6,146184203.1,122869319.7,49322923.04,40703437.57,107594811.3,20154154.42,0,18777940.7,14991781.89,12313695.8,11542797.26,3055020.46,6560855,0,0,0,0,0,0
8/7/2022,679106908.5,280373415.9,108008177,38958866.94,49594077.2,104433059.6,20599575.02,0,15316997.82,11376990.96,13238504.16,9526972.05,3238191.89,11203365,0,0,0,0,0,0
8/8/2022,1386196851,500792884,193228342.2,65373850.17,116625393.2,131366268.8,29316810.6,0,100052651.9,18333919.08,32479666.72,51014723.07,7408789.59,13251460,0,0,0,0,0,0
8/9/2022,1365783716,399299677.3,225212016.3,68586314.38,98339942.38,187165952.9,20134253.39,0,115800754.2,18417216,40057012.26,105608628.8,7030827.32,12269993,0,0,0,0,0,0
8/10/2022,1876018650,435584350.1,275647235.5,90142518.84,112409509.3,156908045.1,25813761.68,0,78483885.65,31159708.34,49365902.88,69325046.9,10092635.47,15140826,0,0,0,0,0,0
8/11/2022,1927265363,553891863.4,344333747.1,79780122.72,151173489.4,217464832.5,23794745.56,0,177331780.6,19569943.96,87722897.68,121206162.7,13283511.75,12971211,0,0,0,0,0,0
8/12/2022,1160916219,461025588.4,262896158,50404564.7,78578728.23,116644618.4,19387831.87,0,53194878.58,15279881.74,31625290.71,22953607.27,7677073.78,13139604,0,0,0,0,0,0
8/13/2022,1243819052,365328966.6,198865186.1,52947437.51,93972499.93,191118267.9,20535376.06,0,133231052.6,28675202.24,37814293.08,23575854.51,7935266.87,12111937,0,0,0,0,0,0
8/14/2022,1094487785,272154758.5,120682078,45329148.03,75335225.44,114512191.5,16849520.93,0,92470395.82,21874143.58,23461007.52,29355636.8,5399097.11,12063998,0,0,0,0,0,0
8/15/2022,1671721460,317443648.4,301048854.5,59792477.29,127050417.9,154519119.5,20272055.85,0,78732562.4,23787749.1,24141048.06,69385443.82,9027065.86,13304142,0,0,0,0,0,0
8/16/2022,1240835560,306296164.8,351747155.5,45122444.3,87087731.82,163714771.4,19566118.69,0,93526617.61,15733507.79,34984737.35,37517355.03,8071690.27,16132993,0,0,0,0,0,0
8/17/2022,1642823356,273787365.8,202765093,57852718.52,99070735.63,280059971.2,16996144.87,0,39256080.58,17545716.51,43945552.95,32003871.78,13626590.33,14719866,0,0,0,0,0,0
8/18/2022,1033460206,188627537.1,216059403.5,38498122.9,48786301.92,153924338.1,14830295.05,0,33042350.08,13168606.65,19542743.58,16667608.22,9862864.42,14164743,0,0,0,0,0,0
8/19/2022,2114887670,397231200.5,304361372.7,68664352.66,150041167.5,544243275.9,31783138.79,0,65252333.8,23205905.12,54600586.94,38382091.31,13193992.45,19992352,0,0,0,0,0,0
