Date,Bittensor ($),Tornado Cash ($),Chainlink ($),Bounce Finance ($),Livepeer ($),Ethereum Name Service ($),Helium ($),UMA ($),Aragon ($),Gitcoin ($),Render Network ($),Akash Network ($),Instadapp ($),Swarm ($),Ripple ($),Worldcoin ($),The Graph ($),Arkham ($),Pocket Network ($),Pyth Network ($)
2017-09-10,,,,,,,,,,,,,,,0.21,,,,,
2017-09-11,,,,,,,,,,,,,,,0.21,,,,,
2017-09-12,,,,,,,,,,,,,,,0.21,,,,,
2017-09-13,,,,,,,,,,,,,,,0.20,,,,,
2017-09-14,,,,,,,,,,,,,,,0.16,,,,,
2017-09-15,,,,,,,,,,,,,,,0.18,,,,,
2017-09-16,,,,,,,,,,,,,,,0.18,,,,,
2017-09-17,,,,,,,,,,,,,,,0.18,,,,,
2017-09-18,,,,,,,,,,,,,,,0.19,,,,,
2017-09-19,,,,,,,,,,,,,,,0.18,,,,,
2017-09-20,,,,,,,,,,,,,,,0.18,,,,,
2017-09-21,,,,,,,,,,,,,,,0.17,,,,,
2017-09-22,,,,,,,,,,,,,,,0.17,,,,,
2017-09-23,,,,,,,,,,,,,,,0.18,,,,,
2017-09-24,,,,,,,,,,,,,,,0.18,,,,,
2017-09-25,,,,,,,,,,,,,,,0.18,,,,,
2017-09-26,,,,,,,,,,,,,,,0.19,,,,,
2017-09-27,,,,,,,,,,,,,,,0.20,,,,,
2017-09-28,,,,,,,,,,,,,,,0.20,,,,,
2017-09-29,,,,,,,,,,,,,,,0.19,,,,,
2017-09-30,,,,,,,,,,,,,,,0.20,,,,,
2017-10-01,,,,,,,,,,,,,,,0.20,,,,,
2017-10-02,,,,,,,,,,,,,,,0.20,,,,,
2017-10-03,,,,,,,,,,,,,,,0.20,,,,,
2017-10-04,,,,,,,,,,,,,,,0.21,,,,,
2017-10-05,,,,,,,,,,,,,,,0.24,,,,,
2017-10-06,,,,,,,,,,,,,,,0.23,,,,,
2017-10-07,,,,,,,,,,,,,,,0.24,,,,,
2017-10-08,,,,,,,,,,,,,,,0.28,,,,,
2017-10-09,,,,,,,,,,,,,,,0.25,,,,,
2017-10-10,,,,,,,,,,,,,,,0.26,,,,,
2017-10-11,,,,,,,,,,,,,,,0.26,,,,,
2017-10-12,,,,,,,,,,,,,,,0.25,,,,,
2017-10-13,,,,,,,,,,,,,,,0.26,,,,,
2017-10-14,,,,,,,,,,,,,,,0.26,,,,,
2017-10-15,,,,,,,,,,,,,,,0.27,,,,,
2017-10-16,,,,,,,,,,,,,,,0.26,,,,,
2017-10-17,,,,,,,,,,,,,,,0.23,,,,,
2017-10-18,,,,,,,,,,,,,,,0.22,,,,,
2017-10-19,,,,,,,,,,,,,,,0.21,,,,,
2017-10-20,,,,,,,,,,,,,,,0.21,,,,,
2017-10-21,,,,,,,,,,,,,,,0.21,,,,,
2017-10-22,,,,,,,,,,,,,,,0.20,,,,,
2017-10-23,,,,,,,,,,,,,,,0.20,,,,,
2017-10-24,,,,,,,,,,,,,,,0.21,,,,,
2017-10-25,,,,,,,,,,,,,,,0.20,,,,,
2017-10-26,,,,,,,,,,,,,,,0.20,,,,,
2017-10-27,,,,,,,,,,,,,,,0.20,,,,,
2017-10-28,,,,,,,,,,,,,,,0.20,,,,,
2017-10-29,,,,,,,,,,,,,,,0.20,,,,,
2017-10-30,,,,,,,,,,,,,,,0.20,,,,,
2017-10-31,,,,,,,,,,,,,,,0.20,,,,,
2017-11-01,,,,,,,,,,,,,,,0.19,,,,,
2017-11-02,,,,,,,,,,,,,,,0.21,,,,,
2017-11-03,,,,,,,,,,,,,,,0.21,,,,,
2017-11-04,,,,,,,,,,,,,,,0.20,,,,,
2017-11-05,,,,,,,,,,,,,,,0.20,,,,,
2017-11-06,,,,,,,,,,,,,,,0.21,,,,,
2017-11-07,,,,,,,,,,,,,,,0.21,,,,,
2017-11-08,,,,,,,,,,,,,,,0.22,,,,,
2017-11-09,,,0.23,,,,,,,,,,,,0.22,,,,,
2017-11-10,,,0.19,,,,,,,,,,,,0.21,,,,,
2017-11-11,,,0.18,,,,,,,,,,,,0.21,,,,,
2017-11-12,,,0.17,,,,,,,,,,,,0.20,,,,,
2017-11-13,,,0.18,,,,,,,,,,,,0.20,,,,,
2017-11-14,,,0.18,,,,,,,,,,,,0.21,,,,,
2017-11-15,,,0.19,,,,,,,,,,,,0.21,,,,,
2017-11-16,,,0.17,,,,,,,,,,,,0.22,,,,,
2017-11-17,,,0.16,,,,,,,,,,,,0.23,,,,,
2017-11-18,,,0.17,,,,,,,,,,,,0.23,,,,,
2017-11-19,,,0.16,,,,,,,,,,,,0.23,,,,,
2017-11-20,,,0.16,,,,,,,,,,,,0.24,,,,,
2017-11-21,,,0.16,,,,,,,,,,,,0.23,,,,,
2017-11-22,,,0.17,,,,,,,,,,,,0.24,,,,,
2017-11-23,,,0.17,,,,,,,,,,,,0.25,,,,,
2017-11-24,,,0.19,,,,,,,,,,,,0.24,,,,,
2017-11-25,,,0.18,,,,,,,,,,,,0.25,,,,,
2017-11-26,,,0.18,,,,,,,,,,,,0.25,,,,,
2017-11-27,,,0.19,,,,,,,,,,,,0.25,,,,,
2017-11-28,,,0.18,,,,,,,,,,,,0.30,,,,,
2017-11-29,,,0.15,,,,,,,,,,,,0.24,,,,,
2017-11-30,,,0.18,,,,,,,,,,,,0.25,,,,,
2017-12-01,,,0.18,,,,,,,,,,,,0.26,,,,,
2017-12-02,,,0.21,,,,,,,,,,,,0.26,,,,,
2017-12-03,,,0.23,,,,,,,,,,,,0.25,,,,,
2017-12-04,,,0.23,,,,,,,,,,,,0.25,,,,,
2017-12-05,,,0.30,,,,,,,,,,,,0.25,,,,,
2017-12-06,,,0.31,,,,,,,,,,,,0.24,,,,,
2017-12-07,,,0.28,,,,,,,,,,,,0.22,,,,,
2017-12-08,,,0.25,,,,,,,,,,,,0.25,,,,,
2017-12-09,,,0.24,,,,,,,,,,,,0.24,,,,,
2017-12-10,,,0.26,,,,,,,,,,,,0.24,,,,,
2017-12-11,,,0.27,,,,,,,,,,,,0.25,,,,,
2017-12-12,,,0.23,,,,,,,,,,,,0.38,,,,,
2017-12-13,,,0.26,,,,,,,,,,,,0.48,,,,,
2017-12-14,,,0.33,,,,,,,,,,,,0.87,,,,,
2017-12-15,,,0.32,,,,,,,,,,,,0.76,,,,,
2017-12-16,,,0.35,,,,,,,,,,,,0.76,,,,,
2017-12-17,,,0.43,,,,,,,,,,,,0.73,,,,,
2017-12-18,,,0.40,,,,,,,,,,,,0.78,,,,,
2017-12-19,,,0.45,,,,,,,,,,,,0.79,,,,,
2017-12-20,,,0.39,,,,,,,,,,,,0.77,,,,,
2017-12-21,,,0.45,,,,,,,,,,,,1.16,,,,,
2017-12-22,,,0.43,,,,,,,,,,,,1.11,,,,,
2017-12-23,,,0.64,,,,,,,,,,,,1.18,,,,,
2017-12-24,,,0.57,,,,,,,,,,,,1.03,,,,,
2017-12-25,,,0.52,,,,,,,,,,,,1.12,,,,,
2017-12-26,,,0.54,,,,,,,,,,,,1.18,,,,,
2017-12-27,,,0.54,,,,,,,,,,,,1.41,,,,,
2017-12-28,,,0.53,,,,,,,,,,,,1.43,,,,,
2017-12-29,,,0.51,,,,,,,,,,,,2.21,,,,,
2017-12-30,,,0.62,,,,,,,,,,,,2.18,,,,,
2017-12-31,,,0.65,,,,,,,,,,,,2.28,,,,,
2018-01-01,,,0.75,,,,,,,,,,,,2.31,,,,,
2018-01-02,,,0.69,,,,,,,,,,,,2.46,,,,,
2018-01-03,,,0.70,,,,,,,,,,,,3.13,,,,,
2018-01-04,,,1.04,,,,,,,,,,,,3.22,,,,,
2018-01-05,,,1.00,,,,,,,,,,,,2.93,,,,,
2018-01-06,,,1.14,,,,,,,,,,,,3.09,,,,,
2018-01-07,,,1.34,,,,,,,,,,,,3.40,,,,,
2018-01-08,,,1.45,,,,,,,,,,,,2.45,,,,,
2018-01-09,,,1.33,,,,,,,,,,,,2.14,,,,,
2018-01-10,,,1.21,,,,,,,,,,,,1.96,,,,,
2018-01-11,,,1.08,,,,,,,,,,,,1.93,,,,,
2018-01-12,,,1.12,,,,,,,,,,,,2.03,,,,,
2018-01-13,,,1.17,,,,,,,,,,,,2.02,,,,,
2018-01-14,,,1.06,,,,,,,,,,,,1.87,,,,,
2018-01-15,,,0.93,,,,,,,,,,,,1.67,,,,,
2018-01-16,,,0.77,,,,,,,,,,,,1.20,,,,,
2018-01-17,,,0.72,,,,,,,,,,,,1.29,,,,,
2018-01-18,,,0.75,,,,,,,,,,,,1.61,,,,,
2018-01-19,,,0.83,,,,,,,,,,,,1.54,,,,,
2018-01-20,,,1.27,,,,,,,,,,,,1.58,,,,,
2018-01-21,,,0.91,,,,,,,,,,,,1.38,,,,,
2018-01-22,,,0.82,,,,,,,,,,,,1.30,,,,,
2018-01-23,,,0.81,,,,,,,,,,,,1.34,,,,,
2018-01-24,,,0.80,,,,,,,,,,,,1.33,,,,,
2018-01-25,,,0.76,,,,,,,,,,,,1.31,,,,,
2018-01-26,,,0.71,,,,,,,,,,,,1.21,,,,,
2018-01-27,,,0.83,,,,,,,,,,,,1.23,,,,,
2018-01-28,,,0.76,,,,,,,,,,,,1.42,,,,,
2018-01-29,,,0.69,,,,,,,,,,,,1.32,,,,,
2018-01-30,,,0.69,,,,,,,,,,,,1.31,,,,,
2018-01-31,,,0.60,,,,,,,,,,,,1.14,,,,,
2018-02-01,,,0.62,,,,,,,,,,,,1.14,,,,,
2018-02-02,,,0.52,,,,,,,,,,,,0.96,,,,,
2018-02-03,,,0.49,,,,,,,,,,,,0.90,,,,,
2018-02-04,,,0.51,,,,,,,,,,,,0.92,,,,,
2018-02-05,,,0.44,,,,,,,,,,,,0.84,,,,,
2018-02-06,,,0.34,,,,,,,,,,,,0.69,,,,,
2018-02-07,,,0.42,,,,,,,,,,,,0.78,,,,,
2018-02-08,,,0.38,,,,,,,,,,,,0.73,,,,,
2018-02-09,,,0.41,,,,,,,,,,,,0.78,,,,,
2018-02-10,,,0.43,,,,,,,,,,,,0.93,,,,,
2018-02-11,,,0.42,,,,,,,,,,,,1.09,,,,,
2018-02-12,,,0.42,,,,,,,,,,,,1.01,,,,,
2018-02-13,,,0.53,,,,,,,,,,,,1.09,,,,,
2018-02-14,,,0.57,,,,,,,,,,,,1.03,,,,,
2018-02-15,,,0.57,,,,,,,,,,,,1.15,,,,,
2018-02-16,,,0.57,,,,,,,,,,,,1.15,,,,,
2018-02-17,,,0.67,,,,,,,,,,,,1.14,,,,,
2018-02-18,,,0.68,,,,,,,,,,,,1.21,,,,,
2018-02-19,,,0.74,,,,,,,,,,,,1.13,,,,,
2018-02-20,,,0.78,,,,,,,,,,,,1.14,,,,,
2018-02-21,,,0.73,,,,,,,,,,,,1.10,,,,,
2018-02-22,,,0.61,,,,,,,,,,,,0.95,,,,,
2018-02-23,,,0.60,,,,,,,,,,,,0.96,,,,,
2018-02-24,,,0.68,,,,,,,,,,,,1.00,,,,,
2018-02-25,,,0.64,,,,,,,,,,,,0.95,,,,,
2018-02-26,,,0.69,,,,,,,,,,,,0.95,,,,,
2018-02-27,,,0.70,,,,,,,,,,,,0.96,,,,,
2018-02-28,,,0.72,,,,,,,,,,,,0.95,,,,,
2018-03-01,,,0.67,,,,,,,,,,,,0.91,,,,,
2018-03-02,,,0.66,,,,,,,,,,,,0.93,,,,,
2018-03-03,,,0.65,,,,,,,,,,,,0.91,,,,,
2018-03-04,,,0.62,,,,,,,,,,,,0.90,,,,,
2018-03-05,,,0.59,,,,,,,,,,,,1.02,,,,,
2018-03-06,,,0.58,,,,,,,,,,,,0.96,,,,,
2018-03-07,,,0.53,,,,,,,,,,,,0.92,,,,,
2018-03-08,,,0.53,,,,,,,,,,,,0.88,,,,,
2018-03-09,,,0.49,,,,,,,,,,,,0.83,,,,,
2018-03-10,,,0.48,,,,,,,,,,,,0.85,,,,,
2018-03-11,,,0.47,,,,,,,,,,,,0.80,,,,,
2018-03-12,,,0.51,,,,,,,,,,,,0.83,,,,,
2018-03-13,,,0.51,,,,,,,,,,,,0.80,,,,,
2018-03-14,,,0.56,,,,,,,,,,,,0.79,,,,,
2018-03-15,,,0.45,,,,,,,,,,,,0.70,,,,,
2018-03-16,,,0.43,,,,,,,,,,,,0.70,,,,,
2018-03-17,,,0.44,,,,,,,,,,,,0.70,,,,,
2018-03-18,,,0.38,,,,,,,,,,,,0.65,,,,,
2018-03-19,,,0.37,,,,,,,,,,,,0.66,,,,,
2018-03-20,,,0.39,,,,,,,,,,,,0.73,,,,,
2018-03-21,,,0.39,,,,,,,,,,,,0.70,,,,,
2018-03-22,,,0.45,,,,,,,,,,,,0.69,,,,,
2018-03-23,,,0.42,,,,,,,,,,,,0.66,,,,,
2018-03-24,,,0.41,,,,,,,,,,,,0.64,,,,,
2018-03-25,,,0.42,,,,,,,,,,,,0.64,,,,,
2018-03-26,,,0.41,,,,,,,,,,,,0.64,,,,,
2018-03-27,,,0.37,,,,,,,,,,,,0.60,,,,,
2018-03-28,,,0.35,,,,,,,,,,,,0.58,,,,,
2018-03-29,,,0.35,,,,,,,,,,,,0.58,,,,,
2018-03-30,,,0.28,,,,,,,,,,,,0.51,,,,,
2018-03-31,,,0.29,,,,,,,,,,,,0.51,,,,,
2018-04-01,,,0.28,,,,,,,,,,,,0.51,,,,,
2018-04-02,,,0.26,,,,,,,,,,,,0.49,,,,,
2018-04-03,,,0.27,,,,,,,,,,,,0.50,,,,,
2018-04-04,,,0.30,,,,,,,,,,,,0.56,,,,,
2018-04-05,,,0.29,,,,,,,,,,,,0.50,,,,,
2018-04-06,,,0.29,,,,,,,,,,,,0.50,,,,,
2018-04-07,,,0.28,,,,,,,,,,,,0.48,,,,,
2018-04-08,,,0.30,,,,,,,,,,,,0.49,,,,,
2018-04-09,,,0.32,,,,,,,,,,,,0.50,,,,,
2018-04-10,,,0.31,,,,,,,,,,,,0.49,,,,,
2018-04-11,,,0.36,,,,,,,,,,,,0.49,,,,,
2018-04-12,,,0.36,,,,,,,,,,,,0.54,,,,,
2018-04-13,,,0.38,,,,,,,,,,,,0.63,,,,,
2018-04-14,,,0.38,,,,,,,,,,,,0.64,,,,,
2018-04-15,,,0.39,,,,,,,,,,,,0.63,,,,,
2018-04-16,,,0.42,,,,,,,,,,,,0.68,,,,,
2018-04-17,,,0.41,,,,,,,,,,,,0.66,,,,,
2018-04-18,,,0.42,,,,,,,,,,,,0.66,,,,,
2018-04-19,,,0.44,,,,,,,,,,,,0.71,,,,,
2018-04-20,,,0.48,,,,,,,,,,,,0.79,,,,,
2018-04-21,,,0.48,,,,,,,,,,,,0.93,,,,,
2018-04-22,,,0.49,,,,,,,,,,,,0.87,,,,,
2018-04-23,,,0.50,,,,,,,,,,,,0.87,,,,,
2018-04-24,,,0.49,,,,,,,,,,,,0.88,,,,,
2018-04-25,,,0.54,,,,,,,,,,,,0.94,,,,,
2018-04-26,,,0.44,,,,,,,,,,,,0.80,,,,,
2018-04-27,,,0.49,,,,,,,,,,,,0.85,,,,,
2018-04-28,,,0.45,,,,,,,,,,,,0.81,,,,,
2018-04-29,,,0.48,,,,,,,,,,,,0.86,,,,,
2018-04-30,,,0.51,,,,,,,,,,,,0.87,,,,,
2018-05-01,,,0.54,,,,,,,,,,,,0.84,,,,,
2018-05-02,,,0.54,,,,,,,,,,,,0.84,,,,,
2018-05-03,,,0.56,,,,,,,,,,,,0.86,,,,,
2018-05-04,,,0.56,,,,,,,,,,,,0.89,,,,,
2018-05-05,,,0.58,,,,,,,,,,,,0.89,,,,,
2018-05-06,,,0.57,,,,,,,,,,,,0.90,,,,,
2018-05-07,,,0.54,,,,,,,,,,,,0.87,,,,,
2018-05-08,,,0.57,,,,,,,,,,,,0.83,,,,,
2018-05-09,,,0.55,,,,,,,,,,,,0.81,,,,,
2018-05-10,,,0.54,,,,,,,,,,,,0.80,,,,,
2018-05-11,,,0.52,,,,,,,,,,,,0.76,,,,,
2018-05-12,,,0.47,,,,,,,,,,,,0.69,,,,,
2018-05-13,,,0.46,,,,,,,,,,,,0.70,,,,,
2018-05-14,,,0.50,,,,,,,,,,,,0.75,,,,,
2018-05-15,,,0.52,,,,,,,,,,,,0.74,,,,,
2018-05-16,,,0.51,,,,,,,,,,,,0.70,,,,,
2018-05-17,,,0.48,,,,,,,,,,,,0.71,,,,,
2018-05-18,,,0.44,,,,,,,,,,,,0.67,,,,,
2018-05-19,,,0.45,,,,,,,,,,,,0.68,,,,,
2018-05-20,,,0.45,,,,,,,,,,,,0.67,,,,,
2018-05-21,,,0.45,,,,,,,,,,,,0.70,,,,,
2018-05-22,,,0.42,,,,,,,,,,,,0.68,,,,,
2018-05-23,,,0.37,,,,,,,,,,,,0.65,,,,,
2018-05-24,,,0.35,,,,,,,,,,,,0.60,,,,,
2018-05-25,,,0.36,,,,,,,,,,,,0.63,,,,,
2018-05-26,,,0.34,,,,,,,,,,,,0.61,,,,,
2018-05-27,,,0.36,,,,,,,,,,,,0.61,,,,,
2018-05-28,,,0.34,,,,,,,,,,,,0.61,,,,,
2018-05-29,,,0.32,,,,,,,,,,,,0.55,,,,,
2018-05-30,,,0.35,,,,,,,,,,,,0.60,,,,,
2018-05-31,,,0.34,,,,,,,,,,,,0.61,,,,,
2018-06-01,,,0.34,,,,,,,,,,,,0.61,,,,,
2018-06-02,,,0.35,,,,,,,,,,,,0.62,,,,,
2018-06-03,,,0.36,,,,,,,,,,,,0.64,,,,,
2018-06-04,,,0.36,,,,,,,,,,,,0.68,,,,,
2018-06-05,,,0.34,,,,,,,,,,,,0.66,,,,,
2018-06-06,,,0.33,,,,,,,,,,,,0.68,,,,,
2018-06-07,,,0.33,,,,,,,,,,,,0.67,,,,,
2018-06-08,,,0.30,,,,,,,,,,,,0.68,,,,,
2018-06-09,,,0.29,,,,,,,,,,,,0.67,,,,,
2018-06-10,,,0.29,,,,,,,,,,,,0.65,,,,,
2018-06-11,,,0.24,,,,,,,,,,,,0.59,,,,,
2018-06-12,,,0.26,,,,,,,,,,,,0.60,,,,,
2018-06-13,,,0.23,,,,,,,,,,,,0.56,,,,,
2018-06-14,,,0.22,,,,,,,,,,,,0.54,,,,,
2018-06-15,,,0.24,,,,,,,,,,,,0.56,,,,,
2018-06-16,,,0.22,,,,,,,,,,,,0.53,,,,,
2018-06-17,,,0.22,,,,,,,,,,,,0.53,,,,,
2018-06-18,,,0.21,,,,,,,,,,,,0.53,,,,,
2018-06-19,,,0.21,,,,,,,,,,,,0.54,,,,,
2018-06-20,,,0.22,,,,,,,,,,,,0.55,,,,,
2018-06-21,,,0.22,,,,,,,,,,,,0.54,,,,,
2018-06-22,,,0.21,,,,,,,,,,,,0.53,,,,,
2018-06-23,,,0.19,,,,,,,,,,,,0.49,,,,,
2018-06-24,,,0.19,,,,,,,,,,,,0.49,,,,,
2018-06-25,,,0.19,,,,,,,,,,,,0.48,,,,,
2018-06-26,,,0.18,,,,,,,,,,,,0.48,,,,,
2018-06-27,,,0.17,,,,,,,,,,,,0.46,,,,,
2018-06-28,,,0.17,,,,,,,,,,,,0.47,,,,,
2018-06-29,,,0.17,,,,,,,,,,,,0.45,,,,,
2018-06-30,,,0.18,,,,,,,,,,,,0.45,,,,,
2018-07-01,,,0.22,,,,,,,,,,,,0.47,,,,,
2018-07-02,,,0.22,,,,,,,,,,,,0.46,,,,,
2018-07-03,,,0.25,,,,,,,,,,,,0.49,,,,,
2018-07-04,,,0.24,,,,,,,,,,,,0.48,,,,,
2018-07-05,,,0.23,,,,,,,,,,,,0.49,,,,,
2018-07-06,,,0.22,,,,,,,,,,,,0.48,,,,,
2018-07-07,,,0.23,,,,,,,,,,,,0.48,,,,,
2018-07-08,,,0.25,,,,,,,,,,,,0.48,,,,,
2018-07-09,,,0.25,,,,,,,,,,,,0.48,,,,,
2018-07-10,,,0.23,,,,,,,,,,,,0.47,,,,,
2018-07-11,,,0.21,,,,,,,,,,,,0.44,,,,,
2018-07-12,,,0.21,,,,,,,,,,,,0.45,,,,,
2018-07-13,,,0.20,,,,,,,,,,,,0.44,,,,,
2018-07-14,,,0.20,,,,,,,,,,,,0.44,,,,,
2018-07-15,,,0.19,,,,,,,,,,,,0.44,,,,,
2018-07-16,,,0.20,,,,,,,,,,,,0.45,,,,,
2018-07-17,,,0.22,,,,,,,,,,,,0.48,,,,,
2018-07-18,,,0.25,,,,,,,,,,,,0.50,,,,,
2018-07-19,,,0.24,,,,,,,,,,,,0.48,,,,,
2018-07-20,,,0.23,,,,,,,,,,,,0.48,,,,,
2018-07-21,,,0.22,,,,,,,,,,,,0.45,,,,,
2018-07-22,,,0.22,,,,,,,,,,,,0.45,,,,,
2018-07-23,,,0.20,,,,,,,,,,,,0.45,,,,,
2018-07-24,,,0.20,,,,,,,,,,,,0.45,,,,,
2018-07-25,,,0.20,,,,,,,,,,,,0.46,,,,,
2018-07-26,,,0.24,,,,,,,,,,,,0.46,,,,,
2018-07-27,,,0.25,,,,,,,,,,,,0.45,,,,,
2018-07-28,,,0.27,,,,,,,,,,,,0.45,,,,,
2018-07-29,,,0.28,,,,,,,,,,,,0.45,,,,,
2018-07-30,,,0.33,,,,,,,,,,,,0.45,,,,,
2018-07-31,,,0.32,,,,,,,,,,,,0.45,,,,,
2018-08-01,,,0.29,,,,,,,,,,,,0.44,,,,,
2018-08-02,,,0.29,,,,,,,,,,,,0.45,,,,,
2018-08-03,,,0.31,,,,,,,,,,,,0.43,,,,,
2018-08-04,,,0.29,,,,,,,,,,,,0.44,,,,,
2018-08-05,,,0.26,,,,,,,,,,,,0.43,,,,,
2018-08-06,,,0.25,,,,,,,,,,,,0.43,,,,,
2018-08-07,,,0.24,,,,,,,,,,,,0.41,,,,,
2018-08-08,,,0.23,,,,,,,,,,,,0.38,,,,,
2018-08-09,,,0.23,,,,,,,,,,,,0.33,,,,,
2018-08-10,,,0.28,,,,,,,,,,,,0.35,,,,,
2018-08-11,,,0.27,,,,,,,,,,,,0.32,,,,,
2018-08-12,,,0.27,,,,,,,,,,,,0.30,,,,,
2018-08-13,,,0.28,,,,,,,,,,,,0.30,,,,,
2018-08-14,,,0.26,,,,,,,,,,,,0.28,,,,,
2018-08-15,,,0.27,,,,,,,,,,,,0.27,,,,,
2018-08-16,,,0.26,,,,,,,,,,,,0.28,,,,,
2018-08-17,,,0.27,,,,,,,,,,,,0.29,,,,,
2018-08-18,,,0.29,,,,,,,,,,,,0.37,,,,,
2018-08-19,,,0.27,,,,,,,,,,,,0.33,,,,,
2018-08-20,,,0.30,,,,,,,,,,,,0.34,,,,,
2018-08-21,,,0.29,,,,,,,,,,,,0.32,,,,,
2018-08-22,,,0.31,,,,,,,,,,,,0.33,,,,,
2018-08-23,,,0.31,,,,,,,,,,,,0.32,,,,,
2018-08-24,,,0.32,,,,,,,,,,,,0.33,,,,,
2018-08-25,,,0.34,,,,,,,,,,,,0.33,,,,,
2018-08-26,,,0.32,,,,,,,,,,,,0.33,,,,,
2018-08-27,,,0.33,,,,,,,,,,,,0.32,,,,,
2018-08-28,,,0.34,,,,,,,,,,,,0.34,,,,,
2018-08-29,,,0.34,,,,,,,,,,,,0.35,,,,,
2018-08-30,,,0.31,,,,,,,,,,,,0.34,,,,,
2018-08-31,,,0.30,,,,,,,,,,,,0.34,,,,,
2018-09-01,,,0.33,,,,,,,,,,,,0.34,,,,,
2018-09-02,,,0.34,,,,,,,,,,,,0.35,,,,,
2018-09-03,,,0.31,,,,,,,,,,,,0.34,,,,,
2018-09-04,,,0.30,,,,,,,,,,,,0.34,,,,,
2018-09-05,,,0.30,,,,,,,,,,,,0.33,,,,,
2018-09-06,,,0.27,,,,,,,,,,,,0.28,,,,,
2018-09-07,,,0.27,,,,,,,,,,,,0.30,,,,,
2018-09-08,,,0.26,,,,,,,,,,,,0.29,,,,,
2018-09-09,,,0.24,,,,,,,,,,,,0.27,,,,,
2018-09-10,,,0.24,,,,,,,,,,,,0.28,,,,,
2018-09-11,,,0.25,,,,,,,,,,,,0.27,,,,,
2018-09-12,,,0.26,,,,,,,,,,,,0.26,,,,,
2018-09-13,,,0.25,,,,,,,,,,,,0.27,,,,,
2018-09-14,,,0.27,,,,,,,,,,,,0.28,,,,,
2018-09-15,,,0.27,,,,,,,,,,,,0.28,,,,,
2018-09-16,,,0.27,,,,,,,,,,,,0.28,,,,,
2018-09-17,,,0.27,,,,,,,,,,,,0.28,,,,,
2018-09-18,,,0.27,,,,,,,,,,,,0.27,,,,,
2018-09-19,,,0.29,,,,,,,,,,,,0.32,,,,,
2018-09-20,,,0.33,,,,,,,,,,,,0.33,,,,,
2018-09-21,,,0.35,,,,,,,,,,,,0.45,,,,,
2018-09-22,,,0.35,,,,,,,,,,,,0.57,,,,,
2018-09-23,,,0.34,,,,,,,,,,,,0.57,,,,,
2018-09-24,,,0.34,,,,,,,,,,,,0.57,,,,,
2018-09-25,,,0.33,,,,,,,,,,,,0.49,,,,,
2018-09-26,,,0.33,,,,,,,,,,,,0.53,,,,,
2018-09-27,,,0.35,,,,,,,,,,,,0.51,,,,,
2018-09-28,,,0.35,,,,,,,,,,,,0.54,,,,,
2018-09-29,,,0.33,,,,,,,,,,,,0.54,,,,,
2018-09-30,,,0.33,,,,,,,,,,,,0.57,,,,,
2018-10-01,,,0.33,,,,,,,,,,,,0.58,,,,,
2018-10-02,,,0.33,,,,,,,,,,,,0.58,,,,,
2018-10-03,,,0.32,,,,,,,,,,,,0.52,,,,,
2018-10-04,,,0.31,,,,,,,,,,,,0.53,,,,,
2018-10-05,,,0.32,,,,,,,,,,,,0.53,,,,,
2018-10-06,,,0.36,,,,,,,,,,,,0.52,,,,,
2018-10-07,,,0.34,,,,,,,,,,,,0.49,,,,,
2018-10-08,,,0.34,,,,,,,,,,,,0.48,,,,,
2018-10-09,,,0.34,,,,,,,,,,,,0.49,,,,,
2018-10-10,,,0.34,,,,,,,,,,,,0.48,,,,,
2018-10-11,,,0.35,,,,,,,,,,,,0.46,,,,,
2018-10-12,,,0.31,,,,,,,,,,,,0.38,,,,,
2018-10-13,,,0.31,,,,,,,,,,,,0.42,,,,,
2018-10-14,,,0.32,,,,,,,,,,,,0.42,,,,,
2018-10-15,,,0.33,,,,,,,,,,,,0.41,,,,,
2018-10-16,,,0.34,,,,,,,,,,,,0.45,,,,,
2018-10-17,,,0.36,,,,,,,,,,,,0.48,,,,,
2018-10-18,,,0.38,,,,,,,,,,,,0.48,,,,,
2018-10-19,,,0.38,,,,,,,,,,,,0.46,,,,,
2018-10-20,,,0.36,,,,,,,,,,,,0.46,,,,,
2018-10-21,,,0.37,,,,,,,,,,,,0.46,,,,,
2018-10-22,,,0.37,,,,,,,,,,,,0.46,,,,,
2018-10-23,,,0.39,,,,,,,,,,,,0.46,,,,,
2018-10-24,,,0.44,,,,,,,,,,,,0.46,,,,,
2018-10-25,,,0.41,,,,,,,,,,,,0.46,,,,,
2018-10-26,,,0.44,,,,,,,,,,,,0.46,,,,,
2018-10-27,,,0.43,,,,,,,,,,,,0.46,,,,,
2018-10-28,,,0.44,,,,,,,,,,,,0.46,,,,,
2018-10-29,,,0.43,,,,,,,,,,,,0.46,,,,,
2018-10-30,,,0.41,,,,,,,,,,,,0.44,,,,,
2018-10-31,,,0.45,,,,,,,,,,,,0.45,,,,,
2018-11-01,,,0.51,,,,,,,,,,,,0.45,,,,,
2018-11-02,,,0.52,,,,,,,,,,,,0.46,,,,,
2018-11-03,,,0.50,,,,,,,,,,,,0.46,,,,,
2018-11-04,,,0.54,,,,,,,,,,,,0.46,,,,,
2018-11-05,,,0.51,,,,,,,,,,,,0.46,,,,,
2018-11-06,,,0.48,,,,,,,,,,,,0.50,,,,,
2018-11-07,,,0.49,,,,,,,,,,,,0.55,,,,,
